 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30
92,1120.644,3437.302,3121.788,2760.383,2270.000,1999.132,3574.737,2469.297,2086.048,3697.410,1922.997,2168.630,2136.265,2605.727,1635.867,2178.277,1710.724,2408.192,2908.639,2504.570,2098.282,2450.584,2863.818,2097.182,2183.438,3112.891,2258.164,1837.862,1588.752,2632.050
93,1110.630,3460.242,3129.364,2753.373,2276.208,1999.858,3572.847,2486.402,2101.362,3673.841,1914.310,2155.463,2148.727,2581.386,1627.846,2172.990,1714.920,2397.093,2907.633,2501.034,2072.678,2445.383,2889.030,2110.396,2207.562,3122.385,2253.875,1865.804,1609.181,2628.777
94,1091.736,3442.719,3131.107,2767.621,2266.282,1980.810,3576.782,2477.889,2087.950,3661.636,1901.802,2166.395,2155.564,2586.782,1625.294,2178.614,1719.664,2391.813,2908.481,2503.468,2066.622,2429.928,2897.043,2101.483,2213.705,3104.908,2243.819,1851.896,1592.628,2648.770
95,1100.727,3448.417,3128.983,2746.490,2280.034,1998.842,3588.474,2471.243,2112.501,3658.856,1913.036,2171.551,2145.482,2559.217,1634.322,2170.734,1732.484,2404.720,2910.052,2474.190,2046.944,2463.044,2877.827,2075.948,2237.887,3088.033,2251.459,1842.995,1589.798,2634.190
96,1101.588,3452.708,3129.357,2726.452,2283.285,1988.212,3579.338,2479.758,2063.895,3659.254,1928.487,2148.754,2159.413,2546.530,1631.914,2156.434,1739.282,2407.889,2889.319,2477.103,2062.109,2437.478,2873.130,2084.173,2232.552,3092.354,2272.164,1853.989,1590.610,2627.703
97,1100.449,3426.627,3128.252,2729.889,2297.286,1982.281,3556.941,2471.142,2077.911,3679.588,1922.216,2162.485,2150.061,2552.197,1615.788,2171.678,1720.748,2421.289,2896.655,2496.173,2097.697,2434.841,2880.896,2101.067,2194.639,3100.915,2280.270,1869.822,1593.342,2616.365
98,1105.481,3439.869,3129.840,2743.797,2291.808,1990.361,3582.753,2466.519,2091.249,3641.408,1897.076,2177.525,2162.634,2590.170,1605.984,2155.180,1741.699,2386.875,2884.583,2488.478,2065.983,2443.924,2869.210,2075.226,2201.739,3084.446,2276.576,1855.638,1586.690,2613.495
99,1113.995,3430.975,3116.301,2727.055,2280.566,1984.581,3584.714,2456.044,2093.040,3692.365,1891.820,2156.507,2159.592,2605.220,1624.554,2165.591,1743.779,2418.758,2875.168,2493.245,2073.774,2431.178,2886.230,2071.214,2215.085,3068.815,2281.665,1853.571,1597.676,2626.058
100,1115.833,3426.215,3132.255,2744.781,2295.578,1964.307,3554.615,2454.820,2115.426,3657.211,1882.294,2156.128,2162.487,2631.367,1640.695,2161.757,1742.343,2379.985,2871.673,2489.119,2092.480,2470.560,2857.095,2081.484,2191.808,3096.004,2287.876,1843.917,1590.276,2636.308
101,1091.167,3450.771,3123.836,2739.167,2276.449,1965.552,3612.307,2455.240,2091.109,3670.739,1899.133,2155.375,2154.652,2646.364,1630.061,2165.818,1731.753,2409.367,2879.804,2509.762,2091.058,2462.997,2867.205,2080.637,2202.077,3106.864,2298.555,1854.139,1590.261,2649.830
102,1110.708,3444.358,3099.848,2719.440,2299.420,1974.205,3565.061,2463.556,2111.247,3656.189,1911.781,2165.866,2152.288,2664.202,1614.468,2141.939,1756.635,2402.385,2879.792,2503.223,2066.155,2445.021,2851.093,2062.548,2214.010,3083.058,2286.386,1868.289,1587.354,2644.537
103,1115.060,3450.064,3088.287,2724.436,2287.739,1980.969,3602.267,2450.303,2098.925,3627.617,1878.651,2149.391,2164.351,2635.380,1628.040,2153.551,1733.713,2374.755,2862.186,2501.853,2062.250,2459.009,2853.776,2071.879,2224.246,3064.823,2267.955,1831.718,1592.237,2611.940
104,1108.148,3466.983,3130.721,2745.675,2305.442,1963.061,3601.991,2445.479,2097.008,3692.230,1901.583,2162.461,2148.049,2674.772,1621.273,2171.879,1735.311,2358.682,2868.771,2504.521,2080.004,2439.415,2877.222,2079.703,2238.261,3099.947,2287.128,1856.854,1611.372,2668.309
105,1092.444,3458.838,3098.833,2736.408,2288.643,1964.046,3620.153,2483.134,2104.032,3673.109,1897.615,2147.083,2179.597,2664.320,1628.106,2145.138,1749.153,2359.312,2858.106,2505.437,2083.802,2457.823,2863.502,2075.888,2204.762,3102.230,2294.530,1854.834,1590.803,2633.108
106,1114.144,3470.600,3111.642,2735.957,2284.181,1967.568,3588.275,2483.988,2100.360,3694.383,1899.143,2152.212,2156.154,2682.320,1618.982,2137.730,1742.085,2331.953,2887.395,2492.012,2085.109,2443.347,2881.638,2067.735,2210.081,3100.358,2296.212,1848.353,1610.599,2635.389
107,1113.875,3449.070,3125.780,2732.517,2299.641,1973.515,3595.754,2459.739,2106.115,3639.895,1904.758,2169.059,2158.141,2678.074,1616.073,2150.306,1772.398,2345.169,2871.719,2485.743,2035.570,2451.116,2858.097,2080.912,2230.000,3084.280,2296.195,1856.903,1588.870,2615.685
108,1112.907,3461.708,3108.864,2732.973,2296.585,1940.280,3601.225,2471.332,2105.125,3640.103,1896.424,2178.082,2122.933,2692.856,1599.124,2144.349,1752.097,2345.184,2876.281,2485.062,2070.950,2447.184,2855.681,2077.657,2233.267,3069.616,2282.648,1848.937,1584.917,2616.123
109,1127.718,3461.912,3119.618,2724.949,2313.763,1962.286,3617.261,2494.533,2127.656,3700.905,1906.724,2166.380,2185.120,2704.950,1632.323,2150.223,1752.960,2321.577,2882.032,2530.512,2082.148,2446.126,2872.047,2091.669,2231.921,3096.944,2315.325,1871.979,1598.726,2648.547
110,1103.069,3440.530,3120.539,2728.738,2310.786,1933.473,3576.307,2450.940,2115.352,3692.309,1905.703,2162.118,2143.041,2706.262,1616.158,2148.866,1756.805,2304.332,2872.537,2497.721,2094.167,2464.504,2863.487,2083.798,2225.184,3066.860,2310.045,1872.245,1604.719,2650.304
111,1099.741,3462.596,3111.145,2734.492,2277.113,1954.158,3624.178,2454.242,2120.787,3678.737,1898.331,2179.156,2170.918,2677.129,1635.815,2145.326,1740.948,2326.344,2883.747,2537.035,2103.539,2459.656,2842.463,2079.232,2262.787,3077.001,2314.606,1867.707,1589.174,2649.424
112,1083.505,3453.714,3130.847,2732.266,2304.281,1932.705,3592.990,2463.024,2118.932,3671.053,1896.409,2168.450,2150.188,2706.464,1629.838,2147.081,1761.226,2323.612,2868.204,2507.649,2070.722,2451.501,2851.770,2068.679,2256.416,3076.357,2309.379,1840.804,1584.774,2649.280
113,1106.468,3464.015,3110.006,2715.611,2303.917,1927.195,3584.909,2475.358,2143.791,3661.828,1922.820,2160.519,2135.875,2674.890,1627.424,2139.039,1760.604,2315.324,2830.569,2477.816,2083.491,2443.660,2832.512,2091.429,2253.412,3067.604,2299.309,1869.952,1593.592,2624.942
114,1084.819,3463.643,3114.307,2724.572,2295.777,1932.186,3600.272,2472.667,2139.668,3683.225,1908.419,2144.147,2139.182,2647.351,1619.734,2149.313,1740.621,2298.391,2851.501,2503.886,2095.731,2463.475,2844.104,2083.697,2261.002,3057.031,2300.206,1850.635,1602.107,2642.761
115,1109.667,3448.647,3128.747,2710.350,2282.830,1936.834,3606.444,2454.322,2136.996,3716.344,1900.250,2171.680,2129.524,2666.305,1630.082,2145.000,1747.108,2283.286,2887.617,2503.737,2116.729,2446.607,2844.601,2072.823,2257.820,3089.871,2300.005,1851.663,1597.108,2638.742
116,1104.361,3493.121,3128.380,2738.189,2303.237,1930.702,3631.509,2479.481,2156.598,3703.442,1894.812,2170.850,2137.175,2663.598,1628.106,2152.357,1750.379,2296.108,2883.804,2516.524,2111.234,2446.588,2852.466,2087.105,2274.679,3095.125,2315.358,1871.691,1603.472,2653.741
117,1108.074,3469.647,3103.712,2735.390,2315.856,1950.195,3572.549,2445.625,2133.960,3704.345,1904.078,2164.582,2157.348,2659.951,1624.218,2162.904,1757.704,2285.939,2886.992,2496.492,2088.238,2450.380,2847.778,2073.145,2291.303,3069.626,2296.517,1855.489,1600.755,2631.990
118,1105.213,3469.725,3124.843,2741.022,2323.639,1916.000,3603.808,2450.759,2128.145,3687.818,1891.510,2185.944,2142.061,2673.633,1636.986,2160.103,1763.400,2261.519,2855.369,2514.463,2107.612,2445.690,2833.455,2091.282,2272.507,3094.268,2309.073,1876.293,1595.840,2651.365
119,1106.139,3474.062,3144.149,2727.675,2316.775,1934.654,3601.732,2468.718,2136.513,3719.198,1915.805,2169.844,2143.090,2656.074,1630.336,2155.285,1740.374,2259.012,2870.361,2506.522,2103.328,2475.219,2854.298,2099.272,2266.708,3084.588,2307.631,1867.372,1599.282,2664.179
120,1111.194,3478.817,3133.956,2736.233,2312.845,1904.459,3606.298,2442.295,2122.547,3730.945,1885.758,2167.206,2153.825,2659.086,1614.153,2153.700,1736.739,2221.181,2864.124,2526.770,2101.946,2475.449,2842.477,2101.503,2260.978,3086.277,2297.868,1845.864,1598.524,2633.514
121,1100.755,3480.176,3128.685,2735.484,2320.928,1943.347,3610.969,2455.587,2126.036,3706.766,1911.865,2157.675,2139.310,2630.488,1636.958,2142.119,1712.449,2241.880,2885.128,2514.601,2143.524,2447.637,2842.159,2072.013,2228.583,3069.736,2306.149,1856.134,1598.964,2644.078
122,1095.125,3493.632,3114.948,2732.301,2305.699,1920.202,3609.300,2456.021,2131.010,3680.792,1898.169,2165.397,2141.202,2627.515,1623.422,2153.628,1744.393,2238.866,2858.178,2513.815,2129.754,2438.766,2829.718,2100.198,2246.292,3071.646,2304.053,1850.741,1601.162,2613.254
123,1111.343,3491.840,3139.437,2758.097,2331.032,1917.236,3616.876,2461.024,2119.891,3702.326,1910.391,2179.103,2132.162,2601.624,1624.490,2145.649,1732.061,2244.143,2883.771,2508.729,2126.551,2475.373,2831.663,2094.466,2256.708,3063.128,2288.773,1866.917,1598.692,2632.089
124,1099.241,3484.004,3132.256,2726.920,2317.675,1922.380,3589.328,2468.864,2131.614,3739.096,1891.930,2168.584,2133.879,2632.368,1612.643,2140.872,1748.292,2215.738,2880.732,2525.110,2148.422,2448.209,2830.991,2098.694,2250.454,3060.838,2280.189,1872.305,1603.780,2635.787
125,1093.667,3500.388,3117.209,2737.031,2313.377,1904.052,3598.162,2462.134,2134.887,3748.939,1900.544,2180.061,2125.001,2626.120,1628.273,2135.165,1737.668,2213.286,2888.934,2505.532,2137.549,2447.250,2849.435,2087.100,2240.844,3078.109,2297.198,1864.813,1596.711,2643.953
126,1108.685,3508.292,3123.655,2730.281,2317.766,1910.327,3606.672,2454.685,2118.334,3746.267,1901.531,2156.189,2126.117,2621.897,1630.350,2145.823,1740.146,2204.003,2887.417,2518.649,2137.898,2458.207,2812.959,2097.503,2234.203,3075.802,2300.170,1848.152,1603.366,2635.937
127,1089.222,3487.873,3131.335,2746.098,2301.923,1897.373,3623.329,2442.795,2128.755,3684.528,1898.812,2164.143,2114.622,2640.546,1618.633,2124.186,1740.254,2187.376,2835.739,2503.706,2072.182,2431.980,2813.110,2086.454,2245.454,3060.489,2276.010,1849.485,1593.819,2619.939
128,1093.926,3499.643,3121.761,2726.129,2287.508,1915.768,3588.385,2459.895,2121.523,3722.588,1920.195,2165.686,2119.712,2652.239,1616.442,2136.760,1720.442,2192.213,2862.265,2491.378,2079.651,2439.013,2811.697,2081.667,2218.114,3028.205,2291.591,1828.538,1595.004,2638.863
129,1112.264,3478.779,3122.635,2738.345,2279.253,1908.107,3611.227,2452.984,2128.636,3752.554,1908.281,2161.558,2124.483,2657.301,1626.090,2150.487,1727.118,2199.003,2880.838,2499.955,2101.871,2449.719,2815.821,2089.212,2217.395,3067.104,2282.982,1854.450,1594.320,2632.966
130,1089.264,3525.731,3116.236,2751.318,2307.029,1906.744,3577.064,2433.426,2124.354,3770.435,1900.427,2169.506,2120.125,2647.793,1634.403,2129.225,1727.598,2185.359,2858.571,2521.168,2118.889,2455.885,2804.207,2088.054,2212.609,3080.173,2289.806,1853.974,1601.595,2639.110
131,1105.171,3543.227,3141.000,2749.767,2292.566,1893.895,3574.253,2464.526,2125.998,3778.568,1915.357,2170.804,2122.798,2637.567,1631.264,2147.094,1707.327,2168.799,2872.196,2530.104,2108.008,2444.098,2811.239,2085.214,2214.279,3066.014,2283.118,1843.956,1600.755,2643.266
132,1087.926,3539.914,3095.699,2743.925,2307.833,1899.444,3575.920,2469.290,2106.215,3740.360,1913.362,2157.825,2123.789,2642.635,1614.644,2137.585,1726.085,2197.105,2850.792,2510.100,2077.745,2433.771,2803.061,2067.127,2238.240,3028.111,2270.389,1854.511,1604.215,2630.635
133,1114.486,3527.522,3100.081,2727.692,2301.858,1916.542,3561.817,2418.477,2106.533,3730.281,1893.331,2152.537,2089.136,2640.696,1623.106,2136.479,1705.024,2207.866,2848.818,2495.832,2069.654,2441.535,2797.345,2074.240,2208.870,3033.949,2274.734,1845.739,1589.408,2628.780
134,1078.556,3524.927,3121.894,2740.256,2305.482,1893.990,3563.746,2438.724,2105.070,3792.656,1900.076,2158.168,2108.451,2628.023,1612.825,2122.115,1713.998,2209.437,2865.964,2516.409,2101.983,2445.762,2810.814,2063.993,2216.430,3052.134,2270.315,1852.365,1587.713,2630.443
135,1126.088,3541.056,3143.104,2739.299,2327.370,1899.320,3573.524,2427.737,2133.153,3793.985,1890.844,2170.483,2128.014,2662.336,1617.901,2126.330,1721.990,2202.726,2896.251,2496.926,2108.476,2451.281,2809.384,2070.430,2213.906,3052.522,2282.582,1839.591,1605.893,2650.962
136,1099.912,3522.533,3111.151,2737.178,2324.301,1900.861,3592.986,2430.624,2109.052,3811.052,1913.789,2149.900,2114.702,2633.501,1631.840,2153.510,1701.097,2218.329,2906.248,2513.325,2116.000,2442.670,2823.558,2062.259,2203.858,3045.290,2280.503,1842.293,1597.500,2641.878
137,1092.708,3542.062,3127.484,2716.362,2324.345,1902.056,3584.187,2441.041,2113.115,3791.222,1891.299,2176.198,2124.146,2636.336,1620.390,2152.073,1706.203,2214.679,2843.176,2500.504,2074.992,2413.197,2791.346,2070.697,2229.417,3013.582,2259.578,1859.324,1595.017,2616.207
138,1103.315,3538.046,3125.329,2742.042,2326.794,1903.936,3631.070,2446.249,2125.018,3793.549,1898.010,2160.563,2112.790,2627.871,1608.364,2136.854,1706.473,2208.472,2891.084,2503.206,2074.583,2454.802,2795.527,2057.707,2229.614,3022.056,2250.994,1862.005,1601.976,2611.123
139,1127.125,3520.373,3107.075,2736.259,2333.519,1897.858,3599.448,2438.575,2125.402,3812.573,1902.073,2158.811,2100.760,2604.842,1623.990,2147.003,1720.482,2210.860,2857.423,2510.384,2118.816,2445.627,2807.232,2069.470,2224.533,3045.210,2265.468,1848.042,1606.241,2637.276
140,1071.120,3525.305,3130.789,2736.064,2331.419,1904.317,3585.556,2432.147,2123.264,3820.613,1889.771,2148.934,2108.925,2602.930,1608.958,2118.530,1709.466,2207.560,2875.760,2503.378,2103.330,2438.766,2815.798,2056.705,2207.111,3050.818,2270.198,1850.201,1591.183,2652.545
141,1103.958,3562.828,3125.105,2737.267,2328.648,1916.176,3600.812,2446.295,2123.416,3821.779,1888.953,2172.263,2121.149,2627.995,1622.527,2152.931,1719.043,2227.775,2898.868,2510.115,2107.965,2468.413,2825.091,2072.190,2232.314,3068.710,2283.287,1859.919,1601.765,2648.772
142,1101.269,3548.325,3117.136,2734.794,2346.075,1902.158,3583.206,2425.820,2098.839,3785.278,1871.370,2175.441,2102.107,2626.060,1625.092,2151.786,1726.160,2170.767,2853.080,2498.257,2082.760,2460.013,2811.792,2056.541,2226.346,3048.087,2266.579,1850.146,1597.560,2634.511
143,1098.810,3543.202,3103.521,2744.102,2339.684,1903.434,3611.467,2444.157,2115.127,3786.503,1880.786,2146.781,2104.622,2604.953,1626.524,2157.331,1719.805,2191.956,2875.870,2496.000,2071.693,2457.552,2798.036,2058.187,2213.667,3021.618,2270.876,1860.321,1584.018,2617.603
144,1093.574,3534.158,3102.735,2732.275,2329.532,1903.998,3609.632,2420.654,2111.893,3842.369,1905.714,2129.669,2101.951,2568.546,1629.829,2142.686,1704.172,2190.134,2865.527,2501.186,2087.311,2436.941,2801.438,2055.862,2214.675,3047.471,2256.309,1861.543,1591.144,2609.711
145,1096.120,3551.787,3118.422,2752.898,2349.934,1914.276,3593.059,2438.196,2132.682,3829.342,1893.203,2134.015,2116.657,2571.900,1624.716,2129.553,1703.435,2200.265,2877.593,2520.563,2100.727,2465.131,2804.772,2041.185,2209.939,3056.540,2283.079,1847.929,1596.192,2642.135
146,1093.130,3537.324,3136.367,2745.903,2347.661,1901.105,3605.249,2441.950,2132.839,3841.179,1904.346,2157.153,2137.876,2549.451,1621.557,2133.878,1698.256,2153.959,2889.577,2539.866,2084.708,2440.694,2812.065,2056.501,2206.354,3060.455,2263.409,1858.725,1599.949,2642.607
147,1095.167,3559.730,3121.950,2745.632,2361.489,1884.786,3584.991,2421.856,2120.573,3788.006,1869.292,2168.730,2102.948,2541.380,1622.227,2132.205,1709.303,2161.703,2865.593,2523.218,2059.998,2436.640,2796.618,2054.150,2203.905,3045.326,2258.827,1861.335,1589.193,2630.698
148,1121.903,3541.399,3135.686,2741.447,2371.354,1901.466,3568.535,2430.301,2115.300,3802.910,1884.419,2167.269,2114.251,2533.817,1624.537,2142.558,1707.816,2131.968,2847.268,2533.247,2076.906,2468.046,2803.707,2059.121,2210.395,3029.502,2258.585,1852.624,1604.389,2632.889
149,1119.773,3526.723,3128.688,2766.398,2349.940,1887.259,3563.523,2427.086,2116.696,3814.872,1904.182,2180.604,2106.442,2544.804,1619.958,2141.289,1691.645,2133.294,2881.591,2525.560,2077.430,2460.505,2797.473,2045.396,2222.750,3026.006,2261.905,1858.989,1590.307,2624.831
150,1115.958,3534.095,3145.715,2760.238,2338.954,1902.641,3606.875,2442.472,2120.837,3826.894,1873.781,2180.125,2110.748,2534.811,1614.804,2133.881,1683.885,2152.507,2884.994,2548.114,2082.620,2468.234,2810.552,2066.069,2222.365,3030.029,2260.256,1840.333,1604.652,2631.805
151,1111.028,3547.552,3159.895,2742.739,2359.762,1917.115,3576.756,2430.743,2097.479,3814.094,1890.143,2196.488,2103.859,2530.139,1607.743,2135.344,1703.670,2147.939,2841.954,2556.916,2079.010,2457.999,2811.306,2049.481,2216.061,3048.240,2270.063,1831.101,1599.158,2633.937
152,1113.898,3536.787,3151.769,2753.908,2360.015,1914.444,3591.507,2441.307,2097.250,3799.507,1898.721,2185.159,2099.397,2505.846,1633.766,2138.113,1707.983,2160.542,2844.277,2514.813,2064.879,2436.531,2809.401,2056.608,2206.879,3025.677,2247.402,1851.531,1589.966,2627.842
153,1111.296,3521.077,3145.008,2740.744,2343.833,1908.056,3568.267,2439.513,2104.626,3816.129,1873.570,2192.531,2087.532,2493.462,1618.192,2134.706,1696.570,2122.315,2826.970,2547.090,2051.576,2429.687,2805.951,2050.534,2224.292,3020.895,2259.723,1845.242,1584.068,2633.378
154,1102.454,3553.811,3169.400,2759.618,2359.308,1892.370,3588.500,2465.392,2133.899,3805.396,1859.172,2184.062,2087.924,2488.076,1615.244,2126.658,1705.263,2155.131,2856.808,2562.165,2055.505,2442.844,2810.244,2058.437,2224.122,3051.261,2259.527,1867.159,1595.080,2643.826
155,1115.625,3531.797,3146.295,2746.102,2381.711,1899.908,3580.087,2443.051,2109.006,3824.323,1895.964,2182.693,2122.702,2492.628,1613.802,2127.515,1706.464,2117.370,2856.659,2564.128,2062.514,2426.077,2810.644,2057.170,2222.614,3038.306,2260.433,1841.818,1591.257,2626.815
156,1108.449,3540.943,3147.089,2751.627,2375.120,1919.780,3550.782,2442.305,2103.567,3818.714,1903.568,2176.415,2113.181,2476.937,1626.458,2146.275,1693.800,2116.312,2855.786,2573.883,2090.645,2434.783,2841.452,2058.586,2205.345,3027.557,2257.907,1835.912,1589.561,2642.269
157,1092.231,3531.318,3167.886,2743.355,2358.843,1902.593,3576.896,2444.035,2100.441,3770.733,1886.667,2190.857,2114.175,2475.727,1608.386,2158.594,1705.882,2150.440,2843.932,2557.081,2055.088,2421.352,2814.183,2057.103,2217.359,3016.776,2263.508,1844.316,1573.380,2636.726
158,1115.926,3514.724,3184.182,2747.610,2368.504,1888.531,3606.882,2425.389,2108.847,3788.271,1878.688,2193.137,2097.452,2451.281,1601.193,2140.771,1696.259,2118.708,2863.720,2529.083,2061.695,2420.833,2815.067,2057.865,2213.416,3027.710,2261.024,1847.222,1590.500,2625.879
159,1089.056,3514.943,3157.545,2733.926,2371.604,1898.692,3588.265,2441.382,2103.763,3786.695,1876.055,2173.065,2108.595,2459.328,1612.734,2153.187,1705.807,2152.621,2864.285,2548.314,2064.156,2399.416,2806.771,2066.273,2192.937,3055.280,2270.112,1854.316,1601.993,2633.736
160,1135.944,3530.369,3168.901,2747.782,2359.630,1913.620,3554.719,2438.271,2105.998,3838.195,1872.370,2178.877,2104.573,2442.653,1617.527,2161.955,1689.677,2117.099,2841.729,2576.198,2097.489,2421.073,2813.205,2073.365,2207.502,3044.366,2269.310,1862.981,1579.141,2641.626
161,1101.204,3523.518,3187.979,2762.566,2365.587,1894.259,3590.469,2436.652,2116.815,3824.438,1874.648,2184.892,2097.071,2436.627,1617.696,2155.302,1704.951,2121.391,2860.920,2543.790,2084.691,2439.024,2806.812,2068.355,2206.365,3051.973,2264.348,1858.079,1583.863,2648.683
162,1074.287,3523.223,3189.910,2740.273,2388.177,1907.907,3592.267,2458.050,2119.292,3746.593,1896.768,2207.525,2107.429,2447.452,1605.571,2152.241,1704.188,2130.271,2794.042,2543.383,2029.407,2444.372,2805.067,2053.610,2223.040,3038.717,2264.353,1869.157,1588.190,2630.531
163,1095.579,3510.069,3173.323,2751.527,2355.544,1890.471,3573.632,2450.557,2107.024,3770.667,1888.115,2176.110,2091.792,2403.546,1607.764,2168.586,1693.003,2116.475,2846.030,2517.079,2055.678,2410.382,2793.429,2067.326,2192.966,3021.370,2258.540,1853.383,1576.117,2623.963
164,1110.120,3495.155,3160.995,2724.688,2356.657,1886.346,3558.878,2451.808,2089.064,3772.902,1879.669,2171.414,2100.396,2406.005,1595.928,2145.550,1699.993,2122.851,2865.162,2524.919,2063.875,2424.637,2813.168,2052.549,2187.849,3032.306,2255.621,1835.256,1594.053,2626.726
