 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58
47,1249.571,3017.287,2760.819,2481.022,3483.221,3765.551,3267.416,3750.546,2559.389,2620.694,3470.066,2988.663,3290.274,2137.093,2352.339,2299.898,2427.217,2463.794,2510.335,2177.723,2910.504,2434.892,3812.519,2782.518,2101.905,3475.465,2444.332,3779.754,2441.824,3114.535,2233.044,2655.394,1939.814,3431.953,2596.134,2527.561,2496.703,2089.308,2746.848,2221.998,2516.094,3187.248,4148.546,2243.381,3051.799,2561.618,2417.593,1922.748,1320.430,2713.957,2431.137,3362.994,3000.975,3147.987,1867.818,3916.541,2319.908,1552.124
48,1240.905,3028.856,2806.542,2479.698,3490.779,3773.066,3268.640,3778.449,2593.582,2625.419,3470.964,3008.494,3288.436,2137.276,2373.391,2288.379,2419.569,2456.826,2526.222,2197.870,2904.410,2448.448,3866.910,2808.079,2125.976,3490.668,2442.727,3797.572,2448.479,3133.606,2242.903,2655.337,1915.174,3432.510,2599.781,2539.149,2509.274,2124.008,2778.487,2189.014,2513.546,3165.063,4147.960,2274.914,3030.917,2598.407,2431.560,1907.234,1337.459,2720.284,2419.126,3371.786,2983.187,3192.047,1891.451,3906.763,2345.938,1556.986
49,1248.000,3037.834,2808.491,2468.841,3505.843,3749.763,3292.360,3765.435,2566.325,2630.922,3477.622,2999.449,3287.531,2128.136,2370.028,2285.472,2457.396,2465.683,2512.064,2189.981,2901.558,2458.035,3862.965,2799.597,2139.465,3513.516,2442.408,3803.562,2468.397,3102.833,2239.186,2642.316,1937.502,3452.584,2593.488,2527.865,2512.426,2111.954,2747.673,2197.717,2518.384,3173.960,4126.052,2264.467,3059.160,2561.492,2424.504,1911.279,1320.901,2728.467,2423.954,3355.611,2996.091,3191.007,1862.434,3924.958,2328.345,1553.133
50,1231.492,3047.784,2796.590,2484.409,3481.712,3782.100,3296.680,3771.709,2579.104,2623.201,3483.809,3006.195,3283.502,2149.426,2365.892,2289.523,2437.983,2453.356,2518.692,2191.899,2887.334,2439.502,3878.835,2796.367,2124.669,3507.952,2420.825,3797.653,2448.417,3124.369,2230.029,2642.775,1922.299,3454.010,2579.740,2531.558,2511.424,2082.500,2742.767,2238.321,2515.140,3192.702,4125.903,2271.358,3044.443,2588.215,2415.731,1906.802,1309.398,2712.576,2420.938,3365.448,3023.151,3144.419,1890.527,3895.349,2318.863,1538.153
51,1234.810,3050.209,2816.117,2451.746,3482.719,3717.611,3250.281,3763.101,2563.078,2625.509,3447.260,3004.680,3282.988,2135.011,2372.123,2278.498,2439.355,2438.758,2508.145,2199.288,2869.781,2433.674,3867.407,2817.830,2102.299,3493.763,2433.974,3792.503,2447.344,3108.439,2240.854,2644.875,1928.988,3465.666,2600.175,2541.770,2509.395,2087.139,2764.497,2193.508,2518.063,3174.121,4157.260,2245.257,3024.000,2601.544,2405.874,1886.732,1311.497,2686.346,2425.740,3318.040,3006.840,3135.135,1908.087,3912.529,2316.802,1536.687
52,1239.794,3031.270,2795.019,2470.748,3463.509,3782.786,3273.699,3760.648,2594.410,2615.693,3483.166,2998.133,3294.067,2135.491,2369.349,2272.540,2423.531,2462.399,2534.714,2190.916,2885.668,2438.201,3822.648,2782.484,2119.121,3483.810,2437.761,3800.119,2449.134,3105.750,2248.710,2635.777,1920.239,3432.520,2604.013,2537.748,2508.596,2073.188,2743.140,2189.850,2514.463,3186.696,4143.540,2271.996,3050.671,2578.561,2399.683,1917.805,1320.802,2711.140,2435.810,3336.700,3004.239,3151.416,1878.894,3924.675,2333.472,1542.476
53,1249.238,3052.016,2827.774,2476.067,3478.570,3767.419,3305.685,3745.260,2582.904,2604.372,3480.017,3008.702,3286.643,2149.198,2370.157,2286.952,2441.098,2469.998,2549.557,2204.452,2906.164,2439.685,3878.963,2793.348,2132.881,3510.358,2454.785,3805.797,2442.959,3120.967,2233.705,2644.166,1943.265,3451.327,2572.038,2539.214,2517.772,2084.904,2750.673,2218.218,2504.639,3180.661,4136.867,2249.416,3056.942,2602.927,2419.971,1906.091,1312.733,2692.235,2413.452,3343.589,3033.660,3121.760,1890.443,3909.240,2308.879,1550.572
54,1268.032,3051.543,2825.181,2467.093,3454.293,3736.620,3300.145,3783.439,2581.969,2623.354,3459.947,2994.208,3280.312,2152.999,2373.865,2278.345,2424.771,2476.299,2539.075,2193.975,2874.795,2444.784,3849.696,2797.763,2112.537,3511.377,2463.201,3813.945,2471.055,3125.466,2224.563,2645.761,1914.526,3438.912,2604.687,2529.683,2522.518,2098.287,2725.935,2212.745,2523.186,3182.100,4147.762,2279.370,3016.647,2601.885,2424.481,1900.057,1325.512,2702.543,2425.488,3310.109,3017.039,3133.416,1875.740,3934.182,2326.177,1545.062
55,1225.968,3049.497,2811.491,2464.795,3483.356,3765.508,3280.040,3788.613,2580.979,2624.504,3450.600,3015.885,3284.209,2152.258,2356.295,2282.684,2425.920,2469.082,2491.497,2180.325,2877.586,2443.801,3883.700,2820.146,2115.132,3503.322,2444.519,3806.419,2433.034,3117.745,2231.700,2649.501,1911.696,3422.351,2585.854,2512.930,2522.128,2089.943,2748.708,2229.939,2528.437,3163.660,4129.251,2259.763,3046.578,2601.812,2388.663,1894.701,1319.378,2698.298,2423.295,3324.823,2993.438,3131.182,1925.275,3928.822,2300.148,1554.654
56,1260.175,3019.350,2808.734,2481.143,3463.868,3779.485,3337.675,3785.157,2618.339,2638.445,3483.215,3049.160,3298.330,2156.447,2369.741,2291.711,2455.378,2467.067,2544.847,2197.701,2875.899,2441.337,3887.590,2803.260,2124.243,3519.586,2473.408,3814.443,2463.022,3133.444,2224.188,2646.697,1918.859,3436.825,2596.163,2524.374,2527.680,2090.152,2778.221,2207.061,2509.502,3212.191,4149.219,2280.269,3071.356,2618.829,2436.173,1921.993,1337.741,2712.803,2414.872,3359.374,3045.216,3170.291,1887.796,3946.982,2352.445,1557.238
57,1246.746,3049.857,2812.302,2475.582,3457.300,3763.822,3306.457,3780.538,2588.424,2620.792,3465.334,3018.376,3306.070,2151.501,2369.649,2293.331,2452.291,2486.700,2533.253,2191.221,2880.516,2445.995,3884.060,2809.071,2122.683,3495.815,2474.479,3798.125,2450.674,3114.157,2236.878,2657.296,1933.469,3440.264,2600.434,2514.114,2512.968,2093.139,2740.432,2225.464,2528.757,3189.928,4145.264,2252.918,3064.072,2611.765,2395.709,1901.097,1326.846,2712.021,2422.790,3317.380,3018.865,3126.902,1918.597,3947.773,2351.665,1543.908
58,1224.127,3043.576,2808.444,2489.007,3456.533,3760.171,3319.697,3766.207,2605.767,2616.309,3477.746,3043.664,3284.065,2155.607,2382.748,2299.886,2444.643,2479.781,2559.323,2200.772,2861.184,2436.494,3899.256,2797.279,2106.564,3502.190,2477.254,3824.776,2471.593,3132.365,2243.434,2658.530,1931.098,3437.063,2601.731,2539.835,2521.932,2085.209,2791.625,2214.127,2512.297,3189.977,4157.476,2259.315,3078.193,2578.608,2413.190,1906.010,1326.515,2714.866,2416.520,3343.591,3036.405,3176.638,1905.165,3929.026,2345.464,1554.300
59,1240.857,3031.836,2814.245,2481.367,3452.165,3756.529,3304.511,3786.842,2585.926,2620.296,3454.008,3014.679,3300.229,2128.770,2376.286,2285.033,2426.848,2472.296,2517.236,2192.923,2877.677,2453.873,3887.247,2825.400,2130.000,3480.588,2457.546,3801.977,2466.036,3120.301,2231.332,2651.152,1921.555,3434.744,2593.127,2515.512,2522.256,2079.295,2742.071,2222.064,2517.230,3176.019,4158.194,2266.953,3085.353,2586.959,2392.417,1904.046,1320.593,2724.356,2426.660,3308.974,3041.855,3153.737,1880.445,3922.421,2312.229,1549.828
60,1269.762,3041.837,2815.933,2489.891,3439.463,3783.695,3311.462,3768.734,2576.798,2624.753,3486.761,3032.330,3290.250,2141.974,2380.028,2284.630,2432.249,2483.604,2538.429,2197.610,2879.903,2408.181,3890.076,2805.364,2115.246,3483.682,2451.738,3836.841,2457.092,3127.648,2234.365,2658.406,1919.309,3417.799,2572.817,2512.870,2530.389,2108.237,2782.667,2217.778,2539.069,3184.891,4133.776,2290.992,3083.723,2596.311,2411.162,1897.702,1326.930,2726.942,2429.345,3330.854,3026.851,3176.983,1889.134,3955.309,2326.102,1559.373
61,1284.016,3047.970,2811.884,2489.372,3448.390,3771.312,3319.425,3787.539,2585.672,2628.810,3472.094,3028.235,3296.157,2142.172,2378.003,2300.039,2423.971,2470.239,2548.696,2211.240,2884.877,2436.694,3877.325,2779.690,2127.565,3513.915,2465.507,3850.439,2464.286,3134.210,2227.693,2649.073,1935.150,3427.695,2616.096,2524.038,2515.300,2091.895,2754.978,2215.143,2517.132,3195.580,4155.419,2279.420,3091.762,2625.313,2417.066,1911.205,1293.642,2725.936,2444.950,3340.100,3054.907,3158.747,1893.000,3943.994,2330.584,1559.080
62,1265.778,3051.906,2802.181,2495.815,3453.272,3747.579,3319.543,3790.107,2591.292,2626.373,3466.102,3022.801,3263.636,2170.410,2398.387,2281.117,2437.352,2459.818,2541.673,2191.529,2881.890,2447.581,3886.618,2822.219,2118.727,3511.379,2470.221,3847.666,2464.733,3131.045,2226.160,2662.943,1925.498,3433.638,2596.170,2550.078,2518.170,2099.580,2753.004,2233.745,2513.494,3197.034,4132.773,2252.607,3045.069,2602.143,2396.891,1907.657,1308.669,2716.796,2425.971,3326.191,3025.890,3158.024,1913.846,3938.822,2364.472,1557.677
63,1235.429,3046.287,2834.547,2510.711,3431.212,3769.018,3319.071,3783.262,2594.704,2636.978,3480.043,3023.949,3265.697,2148.871,2369.049,2273.625,2437.487,2455.773,2550.476,2196.675,2894.574,2438.210,3914.846,2812.052,2108.947,3481.984,2481.350,3854.180,2463.240,3124.645,2233.445,2632.134,1916.667,3431.308,2604.172,2500.042,2518.175,2091.332,2784.158,2207.775,2508.946,3224.436,4137.788,2254.327,3079.015,2606.286,2417.139,1902.595,1321.291,2738.138,2407.278,3318.783,3061.112,3154.740,1888.560,3931.229,2371.370,1575.812
64,1237.190,3034.081,2807.007,2534.936,3432.281,3792.993,3320.616,3785.577,2596.316,2639.720,3475.805,3033.736,3273.253,2170.656,2374.893,2287.081,2415.855,2461.442,2559.704,2208.712,2881.828,2434.654,3922.573,2796.863,2109.572,3497.370,2447.927,3800.510,2465.233,3123.975,2208.215,2656.386,1921.430,3415.061,2622.309,2520.810,2521.212,2102.781,2776.418,2221.576,2537.119,3177.681,4137.465,2248.210,3071.675,2556.068,2430.656,1901.238,1341.291,2699.233,2411.052,3322.851,3041.429,3140.929,1884.706,3988.110,2348.470,1554.398
65,1299.778,3070.665,2815.887,2518.421,3429.913,3787.112,3320.925,3771.272,2589.533,2649.651,3494.192,3036.316,3288.798,2161.680,2388.381,2308.180,2414.907,2476.268,2571.203,2214.376,2889.746,2438.052,3909.184,2826.858,2138.949,3499.519,2463.839,3870.776,2477.336,3139.345,2230.029,2658.855,1934.902,3437.780,2634.432,2527.427,2540.216,2134.320,2791.112,2187.644,2525.306,3198.661,4147.010,2268.856,3080.700,2613.947,2405.404,1918.181,1344.462,2698.356,2430.553,3312.040,3050.131,3145.943,1888.686,3935.876,2364.965,1558.970
66,1245.318,3062.928,2827.056,2552.027,3437.730,3760.763,3336.518,3759.885,2604.887,2645.087,3485.286,3047.801,3235.736,2133.085,2385.511,2284.912,2411.335,2484.549,2566.364,2192.308,2878.705,2432.801,3874.190,2814.129,2125.920,3500.280,2468.167,3838.913,2467.638,3144.505,2220.911,2660.927,1942.079,3417.662,2604.779,2531.473,2528.726,2121.131,2765.436,2224.724,2533.992,3173.819,4149.700,2250.837,3061.817,2594.785,2406.279,1905.452,1325.105,2717.502,2428.068,3319.960,3047.778,3165.706,1904.317,3938.605,2350.749,1570.391
67,1230.952,3069.515,2834.491,2526.185,3459.349,3785.702,3344.613,3757.460,2595.174,2647.180,3497.606,3047.158,3275.437,2134.815,2363.833,2306.412,2429.038,2467.912,2572.246,2218.292,2881.777,2437.680,3883.279,2810.518,2107.029,3529.299,2478.336,3884.589,2451.211,3143.646,2237.271,2645.421,1958.639,3417.422,2616.951,2540.079,2520.722,2117.190,2762.170,2197.265,2519.958,3196.392,4139.918,2278.852,3105.721,2615.224,2398.838,1911.451,1341.058,2711.498,2411.979,3325.546,3037.525,3183.591,1911.319,3936.068,2352.601,1573.984
68,1215.556,3067.549,2818.527,2541.282,3431.915,3771.371,3318.075,3768.818,2586.057,2654.899,3468.211,3020.182,3269.424,2152.653,2395.379,2315.148,2421.500,2474.729,2536.418,2193.730,2875.530,2434.064,3903.291,2815.167,2122.207,3541.837,2445.348,3850.916,2447.026,3136.604,2260.894,2670.991,1950.122,3435.305,2613.309,2535.183,2527.825,2120.893,2774.195,2191.401,2527.710,3168.264,4144.147,2275.269,3089.740,2585.002,2397.506,1898.509,1320.445,2722.516,2402.151,3329.471,3048.510,3184.564,1878.487,3940.415,2341.975,1563.224
69,1262.746,3061.729,2843.237,2560.174,3461.560,3811.278,3321.472,3793.776,2614.429,2659.419,3500.195,3036.110,3286.213,2132.314,2376.085,2315.916,2438.080,2484.628,2577.284,2212.770,2899.638,2423.940,3913.916,2806.080,2124.723,3489.730,2480.997,3864.318,2480.031,3150.399,2269.080,2660.050,1951.974,3461.032,2601.409,2523.413,2519.702,2126.515,2800.848,2197.726,2514.498,3188.363,4193.328,2271.914,3074.271,2611.908,2416.123,1909.486,1356.076,2703.282,2443.075,3380.611,3046.089,3199.257,1895.894,3969.766,2370.470,1551.272
70,1243.413,3045.181,2828.303,2560.135,3425.993,3776.900,3320.278,3786.681,2582.843,2665.624,3486.743,3043.029,3285.536,2131.044,2387.448,2299.990,2421.651,2484.961,2568.514,2206.053,2889.466,2445.975,3941.088,2819.324,2118.715,3521.227,2468.369,3867.021,2455.607,3153.502,2234.949,2647.229,1948.292,3442.397,2620.239,2526.612,2531.837,2117.001,2764.854,2229.222,2532.183,3175.463,4124.093,2305.440,3072.207,2603.418,2403.736,1905.179,1332.657,2719.446,2432.671,3355.923,3049.125,3156.189,1887.375,3942.281,2367.262,1567.934
71,1239.111,3057.768,2823.140,2569.765,3425.059,3766.050,3324.400,3784.473,2596.276,2648.582,3481.249,3025.551,3255.051,2145.406,2371.723,2313.535,2430.636,2499.561,2584.315,2201.173,2899.400,2429.805,3892.078,2803.850,2101.044,3507.927,2480.626,3853.335,2467.912,3153.813,2228.348,2663.744,1956.091,3451.740,2599.886,2534.725,2520.265,2108.752,2748.533,2186.789,2527.459,3203.402,4131.250,2294.833,3101.691,2585.386,2425.291,1898.762,1351.669,2718.811,2420.368,3321.049,3046.357,3168.990,1904.557,3971.459,2374.445,1559.114
72,1220.079,3045.319,2828.175,2550.480,3413.639,3790.080,3334.574,3794.522,2614.328,2647.135,3481.441,3034.307,3278.444,2129.545,2398.741,2308.754,2426.357,2493.972,2596.950,2224.094,2885.810,2431.599,3926.907,2792.821,2120.158,3518.784,2460.780,3874.336,2444.829,3152.902,2235.016,2651.084,1953.493,3448.089,2612.799,2527.592,2513.172,2101.796,2758.363,2210.618,2525.211,3192.010,4147.833,2232.362,3087.402,2615.365,2415.956,1906.484,1310.669,2725.955,2411.936,3350.529,3034.230,3184.334,1889.431,3975.357,2388.769,1566.483
73,1235.905,3049.308,2822.103,2574.477,3428.935,3802.253,3331.158,3746.119,2591.581,2647.906,3470.988,3040.161,3268.684,2136.583,2380.461,2310.948,2425.497,2485.153,2593.209,2228.484,2884.429,2436.119,3911.272,2812.365,2122.920,3496.045,2478.111,3885.503,2475.458,3148.079,2238.233,2668.721,1954.577,3427.623,2606.246,2519.878,2530.152,2079.890,2747.820,2212.454,2527.213,3198.134,4138.937,2244.868,3081.879,2601.578,2410.206,1902.319,1332.828,2701.408,2426.998,3312.137,3042.695,3160.274,1897.280,3975.653,2362.326,1560.476
74,1215.318,3058.835,2846.264,2585.463,3412.117,3785.376,3312.092,3777.082,2602.407,2643.650,3473.361,3027.751,3256.199,2127.918,2383.301,2298.358,2404.095,2514.144,2576.990,2199.181,2884.098,2434.140,3903.590,2800.633,2111.343,3498.846,2489.087,3872.947,2473.127,3150.778,2238.057,2663.817,1936.782,3432.442,2627.492,2536.873,2530.733,2082.064,2745.420,2208.452,2516.144,3209.501,4137.025,2255.125,3098.755,2611.484,2415.348,1912.108,1331.128,2691.109,2417.187,3333.349,3040.546,3181.358,1886.490,3962.932,2371.025,1567.451
75,1242.476,3061.890,2813.603,2566.972,3441.539,3771.519,3327.285,3791.964,2600.691,2642.549,3466.490,3042.885,3256.559,2117.975,2394.762,2321.892,2394.814,2497.157,2579.375,2212.348,2874.740,2439.008,3914.849,2807.680,2124.560,3507.580,2467.971,3859.908,2486.073,3161.365,2224.595,2661.365,1955.134,3472.362,2610.660,2525.367,2519.689,2071.404,2765.515,2162.599,2533.842,3186.637,4139.632,2284.533,3081.702,2597.122,2411.387,1911.108,1340.849,2714.537,2433.375,3389.037,3040.448,3147.331,1912.364,3978.709,2345.890,1578.984
76,1273.794,3060.811,2807.824,2558.090,3413.961,3799.861,3325.023,3796.169,2589.546,2638.416,3494.918,3032.051,3274.730,2134.329,2371.850,2308.029,2401.577,2491.350,2577.950,2204.445,2877.761,2439.295,3891.904,2793.769,2122.109,3523.078,2487.190,3852.304,2475.772,3153.030,2232.654,2658.028,1934.869,3455.145,2610.396,2544.577,2527.859,2081.404,2762.061,2186.068,2514.914,3201.506,4151.386,2276.094,3098.887,2637.591,2421.953,1901.981,1325.703,2723.477,2430.349,3346.463,3067.483,3152.084,1899.308,4010.086,2354.963,1572.654
77,1253.460,3065.388,2829.438,2578.713,3423.820,3793.649,3315.325,3788.664,2590.552,2647.042,3478.096,3042.716,3258.854,2128.158,2388.490,2308.048,2411.056,2494.751,2557.578,2213.662,2897.465,2462.371,3924.847,2811.607,2110.007,3545.343,2483.408,3874.717,2471.236,3156.821,2246.119,2653.698,1932.863,3440.344,2608.825,2535.195,2533.821,2056.018,2763.846,2199.911,2529.861,3223.224,4157.624,2271.825,3071.250,2605.047,2416.650,1903.328,1319.323,2697.477,2423.678,3315.640,3061.971,3192.987,1900.731,4001.421,2348.769,1556.863
78,1264.286,3053.871,2837.098,2590.048,3409.658,3807.829,3332.605,3780.075,2577.359,2643.712,3489.970,3057.147,3265.428,2130.972,2372.837,2318.591,2421.653,2503.971,2595.410,2191.867,2875.117,2461.593,3903.800,2807.291,2122.425,3572.597,2501.945,3858.635,2477.587,3156.178,2214.573,2678.783,1933.034,3439.007,2633.910,2526.425,2518.316,2066.545,2765.323,2198.424,2542.270,3208.702,4142.984,2253.393,3096.827,2625.567,2439.104,1912.909,1347.456,2718.140,2422.048,3388.829,3067.739,3147.412,1891.280,3983.237,2379.092,1589.146
79,1220.921,3047.793,2806.601,2596.021,3433.985,3751.654,3328.652,3805.772,2595.646,2625.019,3502.689,3010.326,3257.280,2144.657,2370.599,2315.029,2413.192,2483.418,2611.371,2186.650,2895.827,2467.409,3880.522,2785.129,2130.156,3566.177,2473.846,3859.908,2486.012,3148.011,2226.119,2659.291,1934.186,3423.620,2625.711,2516.946,2522.779,2058.982,2758.895,2182.126,2525.479,3187.776,4158.377,2281.774,3077.121,2619.949,2419.123,1905.361,1321.526,2713.261,2421.834,3332.783,3082.006,3137.551,1907.630,3974.627,2363.164,1560.444
80,1241.000,3050.978,2819.440,2586.554,3420.994,3782.916,3350.253,3760.520,2576.248,2625.491,3474.072,3048.827,3256.326,2122.578,2394.148,2323.645,2412.834,2488.932,2569.333,2210.707,2873.703,2466.108,3895.188,2819.270,2120.270,3543.716,2473.684,3880.323,2463.223,3150.937,2219.744,2654.514,1948.844,3439.728,2590.040,2535.608,2526.871,2054.169,2758.321,2185.045,2542.111,3193.400,4143.517,2297.654,3080.387,2603.486,2420.754,1904.743,1323.881,2715.975,2411.050,3344.037,3069.042,3135.703,1916.443,4004.641,2365.726,1554.286
81,1240.079,3060.611,2808.891,2577.327,3382.466,3746.362,3306.537,3769.921,2589.626,2643.520,3471.731,3025.699,3256.068,2129.656,2390.267,2322.358,2409.113,2503.385,2568.694,2202.457,2879.248,2457.581,3881.147,2816.816,2120.959,3549.265,2491.318,3876.932,2480.219,3148.486,2240.677,2665.820,1943.457,3435.960,2623.689,2520.352,2516.502,2054.346,2731.187,2171.031,2527.409,3201.376,4142.519,2235.805,3078.173,2606.501,2402.973,1906.418,1316.485,2705.541,2410.719,3362.977,3066.276,3152.432,1898.403,3967.425,2362.407,1554.483
82,1241.508,3053.337,2806.625,2588.396,3424.940,3820.727,3315.100,3798.766,2580.301,2638.477,3507.719,3023.710,3254.471,2120.251,2378.119,2303.942,2401.272,2502.542,2572.197,2224.598,2876.440,2463.018,3893.988,2820.083,2116.029,3529.687,2459.321,3859.448,2481.964,3167.739,2226.691,2665.624,1920.919,3427.371,2598.687,2542.922,2517.613,2043.496,2785.606,2209.972,2535.249,3190.829,4154.700,2251.335,3091.696,2611.433,2414.815,1890.893,1344.593,2698.492,2429.317,3336.946,3074.483,3164.541,1905.473,4005.381,2328.262,1554.057
83,1242.730,3064.666,2815.391,2572.443,3399.904,3786.383,3319.745,3801.697,2598.968,2642.626,3482.697,3041.030,3251.812,2128.912,2386.097,2318.163,2407.088,2489.848,2562.226,2197.429,2856.233,2476.876,3881.853,2800.015,2098.250,3545.625,2459.514,3882.772,2493.028,3154.581,2224.373,2673.769,1935.381,3418.758,2597.814,2543.281,2515.607,2050.936,2787.140,2204.836,2532.727,3195.377,4159.530,2254.152,3074.948,2591.134,2416.384,1904.412,1326.878,2728.451,2436.819,3340.163,3057.390,3160.632,1896.036,4018.960,2334.378,1545.407
84,1243.794,3049.447,2829.801,2592.480,3416.763,3784.442,3333.168,3821.389,2593.352,2660.674,3485.468,3070.774,3297.325,2141.264,2367.751,2319.999,2401.014,2514.415,2624.489,2208.538,2865.500,2465.347,3919.331,2827.892,2122.421,3573.548,2482.291,3885.674,2506.830,3164.610,2238.907,2670.837,1958.581,3482.832,2600.801,2514.612,2534.681,2037.753,2763.140,2200.374,2554.356,3202.900,4199.108,2279.343,3084.613,2655.633,2418.133,1913.445,1336.782,2725.484,2463.493,3356.749,3088.654,3212.385,1896.555,4021.870,2380.031,1591.890
85,1241.127,3073.793,2825.758,2589.950,3419.272,3755.066,3340.813,3801.504,2582.228,2651.674,3502.690,3045.216,3267.113,2159.044,2380.117,2326.001,2390.420,2502.035,2596.604,2202.681,2892.813,2471.500,3901.756,2833.392,2105.280,3547.971,2497.285,3889.085,2492.109,3160.227,2242.777,2673.517,1963.412,3445.795,2626.255,2536.199,2552.613,2044.224,2771.704,2193.382,2552.013,3201.468,4181.191,2258.043,3101.473,2600.687,2416.299,1907.996,1330.520,2719.051,2446.189,3330.743,3060.743,3164.919,1890.252,4026.419,2341.599,1555.645
