 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41
5304,717.590,2212.396,2242.144,2603.860,3167.775,2711.471,2582.096,2599.953,2581.517,2241.942,3194.155,3357.190,1569.756,2422.802,2179.836,2286.228,2043.729,2408.037,2292.448,1678.821,2068.890,1737.926,1587.566,3043.215,1866.724,2861.572,2868.453,2739.377,2099.903,2084.402,2597.691,2620.359,1704.875,2346.135,2160.517,2111.328,2407.024,2142.848,2650.130,3518.053,3584.564
5305,721.258,2208.479,2242.763,2612.730,3177.689,2711.815,2587.169,2587.535,2594.033,2240.941,3190.537,3362.616,1575.886,2428.394,2174.185,2288.079,2050.113,2412.064,2296.157,1672.635,2084.766,1742.558,1594.078,3049.053,1866.203,2891.059,2869.119,2740.558,2110.228,2086.895,2619.095,2623.428,1696.698,2368.764,2154.265,2109.610,2409.774,2154.608,2656.617,3515.751,3586.008
5306,718.857,2199.410,2240.985,2609.489,3177.961,2703.733,2583.749,2598.161,2584.821,2241.331,3189.620,3348.537,1569.953,2431.187,2173.598,2285.787,2067.378,2420.146,2303.992,1669.933,2083.962,1753.056,1595.927,3032.988,1869.122,2884.961,2880.302,2749.028,2094.494,2090.002,2616.781,2621.141,1702.351,2345.485,2158.839,2099.055,2440.575,2147.501,2655.799,3527.013,3557.547
5307,714.628,2208.316,2242.366,2610.505,3174.723,2712.924,2575.303,2589.356,2577.676,2240.673,3190.094,3350.453,1576.502,2433.861,2186.186,2289.785,2050.834,2421.657,2301.967,1673.067,2075.104,1748.039,1591.830,3032.752,1855.765,2877.706,2863.389,2737.169,2098.174,2087.870,2617.252,2622.471,1709.912,2351.529,2168.619,2114.068,2416.717,2136.097,2651.956,3509.046,3557.270
5308,721.773,2205.682,2249.039,2608.237,3157.327,2715.484,2589.352,2590.626,2582.514,2240.692,3189.460,3348.754,1579.922,2425.573,2180.412,2290.828,2052.378,2407.802,2314.353,1674.391,2080.786,1750.167,1591.464,3050.790,1857.285,2881.460,2844.151,2745.456,2106.924,2101.682,2627.050,2628.287,1708.291,2348.603,2165.674,2104.695,2409.078,2148.591,2668.071,3512.858,3575.246
5309,714.848,2208.865,2243.209,2614.640,3159.792,2709.271,2578.528,2592.707,2579.961,2239.299,3198.858,3348.743,1575.313,2437.324,2171.377,2292.400,2056.253,2410.378,2300.873,1678.980,2069.208,1749.180,1590.171,3056.156,1860.732,2889.345,2842.642,2744.240,2114.052,2082.911,2627.619,2619.567,1709.242,2353.088,2175.652,2107.121,2417.707,2143.894,2668.784,3505.499,3583.373
5310,724.043,2208.345,2243.884,2603.495,3160.996,2703.991,2589.439,2590.146,2583.751,2245.937,3191.106,3354.829,1580.604,2428.438,2186.538,2295.109,2058.545,2417.340,2297.800,1683.228,2076.361,1758.604,1592.423,3042.034,1865.795,2877.452,2871.045,2753.838,2108.646,2110.780,2622.725,2618.560,1713.297,2349.141,2167.084,2109.218,2406.626,2135.871,2673.757,3531.403,3605.509
5311,715.906,2206.025,2241.318,2606.417,3149.708,2705.814,2589.494,2587.904,2580.331,2250.750,3197.182,3364.060,1579.097,2429.903,2173.610,2308.362,2044.544,2413.490,2298.742,1688.069,2069.464,1750.492,1596.022,3038.491,1865.108,2880.726,2848.562,2737.231,2119.017,2088.595,2628.762,2625.134,1705.522,2353.705,2174.043,2102.150,2357.572,2137.823,2679.408,3518.501,3589.818
5312,719.488,2210.816,2245.168,2601.186,3177.296,2714.160,2587.498,2593.781,2581.246,2250.991,3211.364,3373.074,1582.804,2432.747,2177.436,2304.912,2062.051,2414.291,2308.274,1686.456,2066.722,1746.740,1595.336,3052.283,1863.504,2905.679,2868.163,2760.744,2094.582,2092.659,2629.632,2633.420,1709.763,2359.999,2179.752,2125.273,2408.018,2147.380,2694.458,3551.343,3573.935
5313,719.182,2208.406,2248.782,2607.573,3167.813,2717.807,2603.713,2601.158,2591.231,2256.931,3213.033,3373.912,1589.116,2427.844,2170.050,2305.845,2068.117,2420.277,2307.526,1697.903,2081.813,1754.658,1594.151,3044.486,1863.544,2893.611,2860.719,2753.027,2110.279,2081.774,2628.754,2633.327,1710.494,2358.173,2167.500,2128.760,2375.100,2159.389,2679.483,3560.846,3632.332
5314,725.976,2206.872,2256.288,2612.506,3167.091,2715.589,2590.008,2598.720,2577.824,2252.268,3201.664,3373.195,1582.784,2428.477,2185.022,2312.149,2060.314,2431.853,2302.949,1694.267,2080.558,1756.584,1595.701,3056.731,1858.219,2882.763,2834.782,2766.804,2128.603,2080.178,2641.836,2624.540,1710.748,2353.323,2154.517,2111.490,2402.906,2141.470,2678.308,3577.564,3594.501
5315,722.067,2199.758,2245.713,2606.712,3156.369,2707.266,2581.734,2584.351,2573.586,2241.294,3198.882,3369.198,1583.878,2434.251,2175.643,2297.156,2052.135,2416.845,2301.621,1689.708,2068.522,1753.046,1588.870,3045.346,1856.061,2886.772,2826.232,2758.356,2116.924,2083.531,2635.604,2619.123,1703.921,2350.778,2169.405,2110.218,2394.906,2143.036,2691.788,3561.248,3584.574
5316,721.148,2206.918,2237.827,2595.177,3180.476,2715.687,2580.675,2590.364,2588.984,2249.818,3200.337,3375.719,1582.248,2438.091,2180.898,2306.166,2056.832,2429.429,2307.911,1682.753,2076.251,1748.498,1594.472,3046.386,1864.567,2879.226,2837.909,2754.082,2118.777,2083.241,2645.981,2641.111,1706.557,2347.296,2170.100,2117.009,2414.998,2143.984,2691.203,3577.928,3609.257
5317,726.894,2211.003,2252.285,2589.528,3163.818,2706.672,2596.149,2586.700,2580.456,2248.921,3201.177,3370.682,1579.926,2448.849,2178.798,2309.365,2065.730,2416.303,2311.794,1695.397,2082.939,1753.544,1593.350,3037.540,1861.922,2890.636,2843.152,2760.652,2134.141,2098.503,2644.770,2635.988,1705.559,2352.433,2156.618,2119.304,2399.419,2141.823,2683.224,3582.098,3591.761
5318,713.588,2193.738,2242.333,2607.326,3169.353,2704.686,2584.172,2587.999,2574.525,2241.993,3201.434,3362.078,1584.667,2431.219,2179.294,2304.682,2048.756,2422.468,2310.176,1698.756,2066.199,1751.330,1586.529,3053.993,1855.201,2877.760,2835.729,2752.477,2121.074,2091.051,2642.507,2623.406,1701.418,2340.542,2161.330,2122.541,2395.616,2138.200,2691.526,3561.441,3590.170
5319,718.594,2200.646,2244.097,2581.282,3163.956,2708.280,2579.578,2583.122,2582.128,2245.412,3203.640,3357.863,1580.861,2434.732,2173.689,2306.617,2048.371,2425.620,2311.202,1695.003,2070.262,1749.711,1588.390,3042.900,1861.981,2879.924,2824.683,2744.493,2117.235,2074.157,2649.312,2621.142,1696.270,2344.838,2151.227,2113.643,2391.575,2157.845,2690.306,3574.228,3597.210
5320,726.410,2202.244,2232.849,2583.660,3165.153,2706.553,2580.126,2589.111,2578.463,2240.854,3201.062,3358.296,1582.652,2423.603,2180.117,2303.449,2050.371,2434.856,2307.404,1701.618,2071.630,1747.381,1584.873,3034.305,1868.553,2888.194,2839.895,2754.245,2116.026,2073.369,2656.980,2626.633,1699.156,2339.847,2165.241,2104.397,2377.217,2138.153,2702.341,3559.930,3613.053
5321,725.575,2205.595,2256.944,2600.882,3166.212,2711.268,2588.074,2595.857,2592.729,2254.123,3203.658,3367.421,1590.397,2421.254,2175.195,2300.932,2073.005,2408.315,2309.223,1706.108,2067.517,1750.868,1597.707,3055.121,1860.707,2876.523,2820.320,2759.411,2146.840,2093.855,2659.136,2629.916,1707.342,2350.769,2144.720,2109.573,2394.374,2149.600,2703.561,3569.227,3604.386
5322,720.553,2197.110,2243.954,2599.990,3165.005,2712.330,2587.906,2590.828,2589.284,2242.410,3214.132,3371.738,1586.643,2442.052,2185.778,2315.112,2068.357,2435.493,2317.060,1697.827,2078.133,1751.784,1591.702,3044.275,1868.955,2884.118,2818.338,2769.395,2137.205,2089.085,2663.522,2638.633,1699.472,2339.316,2153.407,2122.292,2396.124,2146.129,2699.405,3579.881,3589.534
5323,719.825,2207.384,2241.645,2592.409,3163.153,2703.537,2587.798,2590.990,2592.487,2253.330,3197.294,3362.550,1586.610,2426.307,2177.378,2319.119,2061.140,2430.440,2307.952,1707.287,2077.506,1753.282,1595.063,3039.617,1869.403,2862.322,2802.752,2758.429,2127.704,2085.855,2649.953,2627.549,1700.208,2342.636,2157.723,2125.131,2369.435,2139.946,2684.324,3579.819,3618.951
5324,716.382,2195.054,2241.153,2587.169,3162.476,2712.661,2587.356,2589.299,2588.583,2254.252,3204.876,3367.571,1590.889,2418.255,2184.845,2319.374,2049.614,2422.356,2315.698,1700.112,2067.340,1755.375,1587.171,3039.409,1858.892,2868.200,2803.575,2772.399,2123.688,2092.244,2657.256,2631.309,1698.286,2340.862,2146.552,2134.399,2389.104,2146.490,2701.205,3625.404,3627.116
5325,713.569,2194.180,2240.707,2582.799,3151.587,2707.069,2591.033,2597.977,2593.405,2245.847,3202.470,3380.341,1584.814,2427.005,2187.487,2314.499,2060.465,2423.707,2316.018,1700.387,2086.454,1745.442,1590.724,3042.345,1855.004,2890.776,2800.574,2758.510,2136.422,2094.823,2650.892,2627.351,1698.695,2329.327,2164.645,2122.500,2375.788,2148.587,2699.073,3576.987,3603.661
5326,719.327,2206.121,2242.432,2592.712,3176.647,2705.318,2587.838,2597.548,2579.762,2245.636,3210.264,3377.160,1586.509,2423.175,2178.129,2309.751,2056.519,2417.215,2308.417,1704.713,2065.415,1758.423,1594.664,3039.242,1849.743,2888.347,2807.351,2752.126,2149.845,2083.683,2664.997,2636.244,1705.880,2342.715,2153.591,2137.511,2394.643,2139.403,2701.317,3612.640,3631.466
5327,729.635,2200.423,2245.289,2603.991,3161.419,2696.356,2598.758,2600.407,2596.198,2253.049,3208.287,3386.113,1596.831,2440.661,2186.551,2314.712,2068.225,2417.676,2320.248,1700.531,2071.083,1755.907,1603.120,3058.494,1860.464,2886.610,2807.146,2766.373,2141.919,2095.930,2676.122,2640.441,1712.829,2347.391,2145.211,2140.923,2403.309,2142.017,2717.293,3601.374,3603.597
5328,728.027,2207.293,2247.456,2596.925,3176.831,2700.640,2601.713,2594.426,2595.734,2252.496,3214.353,3382.244,1597.741,2425.489,2190.842,2315.967,2059.379,2425.197,2319.686,1710.115,2063.883,1759.365,1598.482,3047.717,1847.872,2860.548,2810.496,2754.025,2170.726,2087.959,2666.029,2628.583,1704.737,2349.649,2159.823,2135.427,2370.345,2149.221,2696.279,3603.800,3627.121
5329,722.799,2201.496,2242.332,2600.015,3191.210,2689.750,2595.330,2595.773,2589.366,2251.686,3218.216,3377.594,1588.918,2438.662,2189.602,2304.587,2055.927,2414.911,2313.488,1703.338,2082.386,1754.124,1600.777,3046.465,1865.118,2887.051,2778.517,2753.311,2139.326,2103.583,2674.541,2634.820,1706.866,2336.948,2147.111,2144.129,2402.250,2153.890,2708.130,3589.291,3594.944
5330,710.577,2205.071,2245.701,2586.593,3187.867,2700.779,2603.816,2598.738,2599.740,2250.558,3212.498,3372.443,1597.526,2428.806,2177.471,2316.716,2068.044,2426.856,2322.982,1700.831,2081.942,1754.385,1600.718,3045.634,1853.105,2893.703,2806.863,2755.459,2143.057,2086.880,2687.150,2633.588,1706.129,2337.101,2161.321,2155.591,2374.411,2144.783,2696.832,3622.915,3632.624
5331,721.618,2208.256,2255.613,2600.187,3188.966,2698.535,2607.813,2603.194,2598.281,2248.397,3214.345,3392.372,1594.739,2428.021,2193.992,2321.111,2080.242,2415.709,2315.108,1709.744,2082.524,1746.962,1595.585,3053.699,1856.381,2890.134,2792.771,2761.234,2149.938,2096.583,2681.572,2647.102,1691.569,2340.811,2147.922,2124.263,2366.567,2147.428,2696.689,3587.793,3625.891
5332,717.481,2201.841,2251.848,2595.076,3173.441,2700.081,2610.928,2592.656,2595.353,2255.969,3210.914,3381.005,1590.265,2431.117,2181.339,2330.276,2054.693,2406.946,2314.972,1699.107,2076.465,1760.393,1602.444,3053.433,1860.358,2890.914,2803.787,2768.358,2157.666,2078.508,2666.843,2636.992,1698.017,2341.199,2158.273,2148.019,2359.562,2147.880,2719.954,3622.466,3609.386
5333,717.200,2204.188,2246.863,2590.226,3180.454,2697.299,2613.367,2597.896,2608.327,2255.212,3208.905,3393.074,1594.404,2425.413,2185.282,2323.870,2069.755,2416.012,2332.988,1707.123,2087.117,1758.826,1598.330,3054.192,1858.861,2887.591,2786.446,2767.372,2160.709,2083.462,2697.421,2644.442,1703.384,2335.270,2162.760,2166.127,2378.777,2156.650,2700.672,3603.178,3651.745
5334,727.955,2202.488,2245.097,2601.165,3176.659,2697.312,2613.300,2603.652,2614.096,2250.918,3199.916,3393.552,1595.865,2429.922,2188.507,2317.870,2067.939,2435.416,2316.471,1722.298,2075.477,1755.766,1598.243,3054.727,1865.339,2874.666,2773.680,2769.977,2137.892,2093.483,2700.506,2644.707,1700.155,2333.563,2145.128,2160.462,2367.935,2158.731,2724.377,3606.273,3641.573
5335,714.562,2210.911,2254.562,2595.001,3184.149,2687.226,2608.827,2602.229,2607.678,2244.940,3196.613,3386.770,1595.944,2435.116,2194.515,2321.491,2071.413,2412.086,2309.501,1709.440,2068.679,1763.013,1598.881,3054.861,1851.573,2884.047,2761.383,2756.743,2158.554,2083.268,2687.452,2636.655,1697.987,2333.752,2154.968,2153.374,2361.350,2141.656,2717.653,3621.283,3605.271
5336,718.360,2203.559,2247.807,2589.517,3185.230,2697.192,2612.091,2595.370,2599.826,2247.016,3198.117,3397.703,1590.913,2424.340,2188.431,2315.299,2058.357,2412.787,2308.186,1701.060,2074.040,1762.390,1592.823,3039.580,1854.719,2890.288,2769.441,2753.133,2131.517,2084.187,2698.874,2633.569,1688.993,2334.957,2145.904,2153.148,2364.595,2147.623,2706.132,3622.045,3615.456
5337,718.469,2196.780,2233.783,2598.547,3159.448,2685.547,2612.130,2602.528,2617.159,2247.926,3198.472,3389.708,1601.604,2428.662,2197.794,2316.125,2060.314,2404.181,2312.796,1710.157,2073.697,1758.801,1593.237,3047.074,1860.012,2876.196,2759.124,2756.310,2151.592,2091.073,2689.200,2626.947,1707.278,2321.128,2150.149,2167.217,2354.029,2156.701,2726.816,3579.112,3619.000
5338,717.193,2206.352,2239.042,2586.998,3168.866,2684.483,2618.412,2596.428,2606.292,2245.760,3199.329,3375.934,1594.271,2437.952,2188.623,2303.519,2071.717,2424.244,2307.321,1705.243,2066.792,1759.973,1594.961,3038.005,1869.158,2871.861,2756.853,2757.787,2141.871,2101.954,2697.592,2638.172,1691.359,2324.162,2129.073,2154.802,2352.302,2136.406,2724.289,3597.069,3625.848
5339,712.849,2200.458,2252.547,2592.531,3164.601,2689.932,2614.522,2594.834,2604.972,2245.828,3207.521,3386.703,1593.770,2426.013,2195.198,2319.721,2062.312,2405.614,2302.549,1718.503,2067.501,1771.362,1598.179,3045.136,1851.539,2879.517,2765.031,2752.717,2151.635,2083.349,2703.357,2637.222,1695.549,2327.913,2136.498,2155.388,2363.266,2141.096,2726.162,3609.108,3616.557
5340,712.760,2209.932,2253.105,2584.756,3154.105,2683.896,2613.336,2594.476,2599.381,2251.952,3193.486,3403.034,1599.570,2429.011,2186.614,2315.387,2071.401,2392.563,2303.504,1707.385,2072.677,1757.708,1603.781,3036.595,1859.235,2875.189,2765.456,2758.866,2159.253,2102.609,2706.625,2629.044,1694.382,2325.473,2142.001,2160.944,2354.908,2145.810,2726.416,3603.002,3608.799
5341,715.124,2204.472,2254.105,2599.341,3184.731,2692.997,2616.737,2595.933,2601.425,2244.060,3209.963,3408.627,1596.128,2437.323,2208.320,2323.273,2072.695,2430.865,2317.194,1710.097,2064.367,1768.359,1604.375,3045.744,1867.393,2882.775,2764.218,2767.072,2159.993,2094.296,2711.068,2656.900,1701.792,2316.832,2149.379,2168.201,2355.631,2139.970,2749.567,3611.926,3611.523
5342,721.106,2211.264,2248.667,2597.817,3179.847,2691.171,2617.656,2606.178,2609.644,2252.149,3216.286,3411.316,1604.168,2441.573,2207.966,2324.773,2076.410,2411.212,2307.155,1718.259,2073.276,1769.282,1606.034,3057.554,1870.368,2876.673,2747.198,2776.375,2168.583,2088.762,2724.959,2652.102,1706.972,2331.512,2155.974,2164.402,2385.637,2149.827,2749.186,3614.892,3609.408
5343,710.340,2202.620,2244.755,2603.494,3169.088,2686.097,2633.292,2590.337,2610.519,2246.176,3211.609,3392.452,1599.393,2433.137,2216.423,2323.013,2065.800,2400.731,2307.718,1725.548,2073.529,1766.280,1597.927,3045.922,1864.865,2874.417,2760.985,2775.302,2151.036,2085.476,2711.838,2653.121,1698.187,2328.021,2140.008,2166.636,2367.869,2149.277,2739.767,3611.982,3616.017
5344,713.465,2204.664,2240.720,2602.669,3183.040,2690.606,2637.517,2600.893,2623.767,2246.617,3211.128,3410.790,1600.933,2439.670,2209.845,2329.119,2076.740,2403.510,2309.682,1732.617,2073.140,1768.906,1602.253,3056.931,1860.671,2877.132,2759.529,2758.022,2161.214,2089.993,2725.017,2647.959,1697.503,2336.084,2148.354,2180.338,2359.906,2146.568,2737.210,3637.053,3618.376
5345,723.391,2209.066,2268.081,2591.105,3179.448,2699.041,2638.629,2602.814,2602.488,2246.435,3204.720,3418.171,1602.102,2426.211,2207.860,2326.254,2067.482,2426.117,2323.308,1725.167,2068.333,1777.384,1611.126,3042.679,1857.522,2876.415,2749.536,2768.070,2149.506,2084.945,2708.028,2652.897,1690.541,2325.302,2140.926,2185.167,2356.416,2150.157,2752.941,3612.707,3604.121
5346,719.701,2202.191,2244.962,2598.182,3162.246,2690.117,2636.388,2593.731,2613.126,2246.107,3205.266,3396.377,1592.708,2440.693,2195.501,2316.938,2067.545,2415.071,2304.773,1724.201,2060.507,1768.207,1599.245,3043.400,1856.591,2877.327,2745.882,2758.781,2154.679,2088.510,2720.952,2638.918,1686.823,2332.082,2126.584,2190.314,2371.492,2139.092,2737.822,3630.218,3616.140
5347,728.690,2208.465,2263.552,2601.992,3173.059,2689.210,2649.310,2602.204,2619.736,2256.814,3217.444,3422.445,1607.922,2451.208,2222.724,2334.826,2071.398,2413.438,2324.127,1727.163,2079.404,1780.451,1612.789,3064.885,1874.852,2891.255,2752.222,2780.361,2169.589,2096.055,2737.640,2656.106,1701.032,2340.043,2161.807,2202.496,2379.334,2161.107,2743.350,3636.094,3633.767
5348,721.416,2209.358,2252.633,2603.295,3188.675,2707.129,2656.294,2608.878,2627.844,2251.721,3201.997,3411.365,1613.755,2445.213,2215.900,2333.249,2078.877,2428.151,2317.364,1738.747,2073.811,1782.524,1599.679,3051.363,1867.974,2891.954,2754.115,2772.230,2174.306,2103.771,2752.296,2659.068,1699.936,2329.555,2136.197,2191.242,2383.427,2161.438,2739.822,3644.713,3621.999
5349,721.651,2206.604,2247.841,2609.946,3167.845,2687.649,2639.207,2597.674,2617.240,2239.340,3204.420,3405.336,1612.216,2429.032,2212.716,2332.176,2074.762,2414.325,2313.204,1734.071,2067.061,1770.983,1597.386,3040.743,1857.591,2876.421,2740.557,2765.046,2155.966,2099.544,2743.923,2647.570,1695.826,2328.546,2134.542,2191.777,2373.002,2146.693,2730.984,3636.106,3641.629
5350,719.721,2203.091,2244.926,2605.414,3160.440,2693.835,2639.482,2585.331,2602.602,2241.911,3200.509,3409.281,1598.117,2422.463,2207.346,2322.271,2067.437,2406.558,2306.265,1727.287,2051.290,1775.167,1595.687,3032.925,1860.869,2879.696,2719.976,2764.826,2147.568,2081.122,2735.626,2657.123,1696.574,2319.082,2121.883,2183.311,2383.503,2124.458,2754.609,3619.606,3606.065
5351,720.959,2198.483,2247.334,2590.332,3166.982,2687.922,2645.704,2599.653,2606.583,2244.734,3203.120,3405.544,1603.693,2436.580,2208.561,2329.024,2070.255,2405.815,2310.527,1734.480,2069.868,1775.206,1600.458,3044.250,1865.148,2881.480,2729.926,2770.329,2154.495,2094.573,2729.883,2658.396,1696.899,2328.754,2128.647,2165.890,2378.584,2147.009,2742.184,3629.093,3589.732
5352,715.981,2202.931,2246.583,2593.888,3168.948,2683.710,2641.973,2592.764,2592.554,2237.817,3198.880,3409.831,1599.608,2428.122,2209.780,2317.892,2058.839,2403.395,2307.938,1715.285,2055.261,1776.983,1589.281,3038.948,1864.675,2883.801,2726.079,2770.434,2150.321,2100.285,2736.628,2656.528,1691.799,2321.268,2135.739,2169.190,2380.838,2140.432,2738.131,3606.297,3606.689
5353,715.668,2195.953,2254.919,2593.121,3145.159,2676.315,2636.442,2584.084,2603.537,2235.471,3189.787,3404.679,1602.760,2429.092,2197.524,2323.306,2061.710,2388.828,2302.858,1734.838,2052.105,1766.823,1597.278,3035.003,1855.066,2878.947,2714.686,2755.060,2145.778,2088.780,2723.869,2647.239,1684.290,2310.690,2122.617,2158.334,2384.650,2125.869,2734.015,3645.839,3595.335
5354,720.242,2192.979,2253.102,2589.546,3154.013,2673.906,2654.018,2588.326,2606.730,2239.346,3187.230,3402.224,1606.219,2440.335,2207.470,2311.701,2066.239,2403.882,2308.727,1721.792,2051.229,1778.861,1603.311,3034.745,1852.992,2875.366,2717.898,2756.116,2156.163,2086.346,2731.832,2648.687,1685.250,2323.700,2112.786,2197.346,2369.932,2135.349,2738.636,3637.402,3618.184
5355,720.493,2196.922,2248.883,2590.219,3150.924,2684.196,2649.866,2600.528,2607.487,2240.404,3196.062,3398.166,1606.481,2435.787,2203.168,2316.081,2061.323,2396.270,2299.824,1725.465,2052.233,1767.913,1599.751,3042.300,1855.005,2879.777,2706.448,2774.835,2151.711,2084.096,2732.183,2655.571,1684.271,2314.592,2134.918,2198.077,2372.000,2132.609,2736.800,3616.844,3617.580
5356,723.039,2192.238,2249.931,2577.851,3168.869,2681.909,2643.211,2592.398,2610.055,2238.972,3195.357,3406.669,1600.713,2423.574,2203.662,2324.979,2059.443,2398.013,2311.876,1711.241,2053.209,1773.971,1599.333,3039.983,1849.002,2875.462,2699.460,2764.047,2136.102,2077.049,2729.552,2665.631,1692.507,2319.056,2118.658,2177.651,2391.774,2141.038,2718.642,3625.214,3607.690
5357,719.446,2196.458,2246.483,2584.833,3156.724,2679.594,2635.318,2587.117,2606.524,2228.566,3185.585,3402.118,1603.183,2415.602,2204.174,2304.994,2074.581,2406.069,2293.686,1720.125,2054.937,1771.840,1590.512,3026.314,1851.124,2871.916,2683.185,2755.431,2147.726,2099.768,2732.683,2651.159,1682.072,2322.897,2131.458,2181.246,2390.623,2134.414,2756.935,3619.154,3622.807
5358,720.016,2189.221,2250.333,2589.593,3171.710,2678.345,2650.361,2590.638,2602.902,2230.434,3199.357,3388.035,1605.079,2429.660,2213.861,2310.759,2058.210,2385.692,2302.869,1728.606,2047.881,1773.640,1601.763,3025.781,1850.036,2877.528,2702.066,2760.560,2137.468,2070.352,2758.718,2643.986,1693.408,2315.608,2122.540,2163.825,2376.871,2141.434,2739.296,3639.710,3620.537
5359,715.326,2194.539,2260.315,2578.649,3181.415,2686.537,2656.806,2598.165,2607.350,2234.385,3196.783,3401.335,1604.356,2430.007,2207.415,2310.852,2064.575,2397.396,2314.634,1727.583,2062.529,1772.471,1596.006,3042.937,1854.581,2871.059,2703.558,2768.088,2152.529,2088.093,2759.180,2648.037,1690.683,2321.529,2119.050,2178.928,2380.189,2131.334,2711.471,3647.899,3625.341
5360,717.135,2201.550,2252.318,2584.806,3183.269,2663.900,2658.772,2587.710,2607.521,2228.203,3195.166,3408.095,1605.990,2428.430,2214.260,2317.330,2060.479,2383.630,2309.806,1729.017,2038.029,1776.522,1605.650,3032.993,1860.277,2870.049,2695.894,2764.061,2153.760,2094.875,2737.122,2657.510,1703.240,2317.525,2121.681,2184.012,2380.989,2120.278,2732.655,3636.181,3608.314
5361,723.518,2193.635,2253.263,2597.642,3185.593,2666.953,2667.567,2591.722,2611.891,2238.567,3197.391,3416.583,1608.754,2428.221,2213.754,2319.399,2055.806,2398.679,2301.990,1728.582,2055.448,1780.252,1592.172,3042.413,1856.149,2867.065,2685.380,2764.069,2144.073,2115.726,2752.452,2652.205,1689.401,2328.169,2138.260,2193.936,2370.632,2159.975,2747.473,3666.462,3620.870
5362,715.230,2203.232,2254.680,2589.642,3195.606,2677.812,2664.132,2606.801,2620.746,2237.771,3205.785,3406.897,1603.082,2435.724,2210.401,2313.471,2059.753,2384.931,2323.583,1721.114,2053.100,1781.315,1597.666,3043.509,1845.975,2887.501,2689.199,2768.106,2148.704,2093.688,2750.350,2664.506,1701.023,2321.495,2125.604,2173.643,2379.540,2131.912,2742.489,3627.013,3637.075
5363,720.542,2202.447,2258.815,2590.582,3202.322,2676.821,2673.964,2600.749,2616.450,2233.169,3197.736,3415.292,1604.961,2426.634,2219.361,2315.424,2070.685,2397.198,2324.234,1736.587,2066.274,1769.403,1605.623,3048.939,1855.491,2878.813,2683.060,2760.566,2143.834,2118.267,2769.820,2661.132,1696.896,2321.445,2129.213,2171.562,2370.632,2135.163,2733.165,3643.602,3606.408
5364,717.689,2198.871,2262.539,2579.302,3216.051,2685.943,2684.202,2597.227,2622.059,2234.746,3193.743,3409.808,1606.460,2424.716,2210.684,2312.955,2059.149,2397.564,2321.942,1724.949,2062.440,1778.092,1604.018,3040.390,1854.243,2872.156,2676.577,2773.369,2159.220,2090.538,2772.074,2661.652,1686.681,2329.158,2119.361,2192.999,2360.795,2137.075,2731.554,3638.076,3627.815
5365,721.914,2203.383,2252.339,2579.412,3208.279,2674.714,2672.659,2590.681,2630.455,2228.018,3204.739,3422.862,1603.962,2442.035,2217.924,2309.100,2068.813,2399.420,2332.233,1735.812,2047.812,1772.779,1600.771,3041.502,1848.170,2886.731,2681.781,2770.751,2141.148,2097.851,2766.277,2655.631,1693.537,2330.772,2121.988,2189.521,2385.608,2141.943,2736.772,3631.921,3634.244
5366,715.125,2195.163,2249.324,2577.636,3194.161,2674.240,2659.032,2596.626,2610.696,2220.759,3186.487,3414.421,1598.161,2430.305,2211.879,2303.732,2059.671,2393.281,2329.683,1735.263,2049.888,1782.630,1596.573,3026.971,1844.316,2880.140,2670.418,2767.020,2144.750,2092.791,2761.571,2647.841,1688.342,2313.796,2117.148,2181.064,2361.744,2135.298,2738.871,3645.551,3599.002
5367,715.090,2198.577,2269.107,2600.282,3230.730,2685.511,2680.455,2598.038,2632.619,2234.143,3201.043,3426.525,1610.022,2443.372,2222.993,2310.736,2059.754,2405.854,2342.309,1727.493,2053.466,1773.124,1601.469,3045.507,1857.065,2881.664,2686.844,2774.660,2135.772,2101.070,2783.929,2663.563,1702.480,2317.240,2129.506,2182.286,2386.597,2145.483,2759.422,3647.324,3616.527
5368,715.073,2202.907,2255.324,2584.948,3202.326,2682.998,2689.461,2597.657,2620.225,2227.819,3206.587,3419.204,1608.776,2437.984,2217.427,2314.360,2049.428,2401.639,2323.226,1730.079,2052.907,1777.861,1605.476,3049.515,1844.366,2881.623,2691.924,2763.974,2153.014,2104.028,2768.578,2652.090,1697.322,2311.274,2112.414,2167.828,2372.962,2143.052,2747.040,3644.505,3649.729
5369,725.742,2205.656,2253.947,2595.668,3223.686,2696.541,2682.152,2609.878,2635.670,2238.279,3208.610,3423.268,1603.818,2442.478,2230.116,2306.984,2065.416,2408.860,2325.965,1739.012,2055.310,1773.992,1601.056,3042.617,1858.924,2884.770,2678.955,2793.034,2150.189,2118.072,2778.447,2669.988,1704.695,2317.314,2128.819,2189.809,2354.792,2137.896,2744.368,3651.521,3647.656
