 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70
39,735.897,1654.006,1535.547,2499.486,1649.008,1930.496,2003.218,2642.720,1776.486,2446.568,1911.384,1870.891,2024.279,1505.021,1752.708,1711.550,2222.862,1769.485,1757.386,1758.863,1736.649,1736.936,2096.749,1746.370,1597.886,1832.920,1928.970,1886.884,2041.432,2278.878,2195.410,2046.690,1432.438,2712.962,2500.752,2439.534,2234.172,2037.692,2693.637,2322.876,2409.447,2682.293,1751.666,1643.899,1522.495,1660.858,1690.338,2027.138,1533.363,1378.993,1463.517,1478.288,1390.610,1541.352,1513.701,1651.979,1848.114,1421.175,2429.595,2017.147,1358.680,1368.350,1733.492,1389.390,1413.710,1348.877,1163.078,1324.998,1765.129,1359.347
40,741.187,1649.617,1536.678,2488.344,1652.547,1926.383,2016.390,2651.330,1759.772,2448.854,1914.603,1865.347,2001.889,1497.846,1751.399,1714.814,2217.184,1761.975,1769.783,1760.217,1729.313,1725.606,2090.143,1728.325,1591.517,1843.146,1939.082,1913.378,2029.079,2283.253,2200.312,2020.986,1461.906,2693.329,2532.657,2459.006,2236.641,2091.939,2667.729,2328.904,2383.689,2670.801,1764.076,1632.261,1520.438,1660.998,1681.425,2025.176,1526.868,1389.313,1440.120,1498.499,1400.643,1538.466,1516.041,1655.099,1842.375,1438.733,2417.502,2015.766,1337.452,1366.289,1729.735,1386.588,1403.194,1356.428,1167.566,1355.325,1761.277,1359.187
41,745.457,1649.977,1534.952,2499.942,1644.946,1934.011,1992.789,2640.788,1781.466,2422.881,1900.319,1869.529,2014.177,1511.500,1753.147,1713.677,2241.921,1763.811,1769.234,1765.135,1728.613,1738.127,2090.662,1736.334,1578.686,1822.488,1919.328,1897.420,2040.352,2272.643,2212.768,2044.910,1451.350,2694.057,2537.990,2442.274,2228.846,2046.086,2677.646,2344.094,2388.633,2678.830,1749.428,1624.721,1515.786,1662.532,1672.160,2023.637,1526.620,1379.782,1461.135,1496.318,1373.474,1534.930,1495.871,1649.151,1845.249,1432.486,2402.034,2014.440,1349.231,1352.612,1734.988,1389.734,1416.074,1350.411,1167.132,1336.777,1756.985,1364.075
42,747.251,1649.408,1537.736,2480.273,1652.480,1937.563,1997.304,2661.583,1778.521,2449.975,1934.008,1850.345,2018.230,1507.402,1750.267,1710.128,2228.495,1762.527,1767.018,1760.393,1729.775,1739.369,2100.657,1730.773,1595.400,1826.352,1926.857,1891.131,2032.055,2297.059,2218.529,2047.145,1471.441,2691.971,2526.755,2437.221,2236.945,2074.935,2673.699,2333.092,2399.580,2680.601,1754.244,1646.917,1527.301,1668.601,1685.759,2021.868,1529.495,1379.448,1450.341,1484.317,1401.970,1540.829,1508.689,1657.453,1857.883,1418.607,2412.113,2024.161,1363.018,1370.681,1739.197,1382.916,1408.505,1372.261,1157.196,1329.136,1778.988,1372.627
43,733.098,1651.680,1533.412,2481.240,1648.947,1935.852,2011.722,2654.503,1778.393,2452.978,1907.172,1862.717,1998.266,1500.333,1757.454,1703.403,2225.666,1759.390,1763.095,1759.522,1734.211,1735.162,2105.916,1745.677,1605.365,1838.604,1929.051,1890.067,2044.785,2288.045,2230.750,2039.992,1483.694,2669.785,2537.914,2453.676,2236.791,2079.781,2684.228,2326.405,2423.352,2714.834,1755.463,1637.064,1519.944,1661.246,1674.337,2040.519,1539.135,1394.467,1453.129,1467.842,1371.314,1544.917,1514.258,1644.129,1846.255,1433.476,2421.747,2037.295,1341.939,1368.714,1731.185,1391.506,1432.544,1368.026,1155.468,1312.459,1765.164,1358.578
44,735.440,1662.519,1539.794,2495.406,1647.297,1928.484,2014.525,2660.710,1783.132,2453.904,1919.301,1853.362,2032.919,1524.310,1772.575,1740.953,2233.042,1762.117,1767.516,1758.424,1741.800,1739.920,2108.181,1741.505,1605.349,1834.599,1948.979,1918.464,2054.312,2291.754,2195.604,2042.236,1453.869,2687.712,2548.070,2455.645,2245.378,2050.238,2699.160,2361.030,2396.509,2688.172,1752.990,1656.121,1538.971,1669.329,1693.721,2010.898,1536.442,1405.841,1450.817,1487.234,1408.727,1548.991,1509.900,1664.100,1854.758,1429.053,2403.053,2026.411,1336.605,1362.608,1747.895,1399.969,1398.076,1365.141,1164.424,1338.311,1766.027,1364.629
45,742.469,1652.822,1541.425,2493.653,1649.476,1916.525,2024.239,2656.857,1771.052,2439.223,1919.767,1849.204,2003.057,1507.923,1765.949,1737.863,2223.587,1762.033,1756.089,1767.808,1739.655,1751.760,2099.345,1744.167,1594.923,1831.627,1925.521,1896.206,2034.571,2289.334,2206.530,2052.123,1466.222,2673.622,2531.466,2453.526,2238.252,2080.050,2703.151,2355.521,2405.979,2684.490,1765.038,1640.366,1534.239,1666.927,1685.789,2039.984,1543.596,1388.051,1449.255,1472.085,1399.355,1552.381,1495.937,1660.602,1843.941,1423.631,2409.624,2017.271,1355.647,1365.022,1746.037,1381.933,1418.624,1344.390,1164.641,1318.880,1764.974,1356.168
46,734.586,1646.498,1529.740,2479.116,1647.179,1918.639,2012.810,2636.221,1772.124,2431.576,1938.334,1861.076,2022.904,1504.053,1758.174,1742.228,2209.495,1751.240,1762.378,1753.991,1732.579,1747.958,2109.400,1738.515,1612.222,1817.469,1925.837,1901.254,2036.515,2268.873,2217.561,2039.848,1458.471,2658.680,2545.976,2447.206,2248.539,2054.985,2692.254,2341.220,2362.528,2711.471,1759.599,1645.777,1518.136,1663.671,1679.317,2033.671,1530.379,1403.359,1441.135,1480.608,1386.413,1546.534,1505.664,1648.229,1844.962,1426.196,2408.421,2036.370,1346.968,1364.066,1738.827,1382.951,1393.906,1352.026,1177.806,1325.842,1749.406,1360.280
47,734.964,1646.095,1529.914,2475.574,1642.205,1922.593,2029.533,2651.725,1782.247,2442.148,1920.141,1861.078,2024.902,1512.166,1762.205,1741.341,2227.502,1759.600,1756.237,1762.089,1735.441,1756.538,2107.416,1745.743,1599.645,1838.521,1934.656,1891.838,2055.010,2281.577,2218.445,2038.911,1483.438,2667.736,2542.497,2454.498,2225.154,2074.789,2701.975,2314.220,2387.023,2678.458,1757.454,1656.939,1523.415,1672.470,1684.656,2019.174,1529.694,1399.186,1442.851,1489.422,1386.985,1538.107,1498.183,1657.071,1859.040,1423.956,2415.021,2007.887,1353.069,1353.918,1750.169,1380.383,1414.503,1360.830,1152.941,1321.469,1762.697,1366.211
48,734.940,1648.608,1530.280,2468.452,1640.938,1922.069,2024.323,2651.195,1761.267,2432.599,1913.018,1867.414,2016.991,1505.363,1759.028,1719.026,2208.321,1762.023,1761.691,1758.411,1740.439,1752.200,2109.793,1737.081,1583.403,1822.831,1921.944,1896.383,2033.740,2276.478,2226.402,2041.880,1473.778,2660.176,2535.299,2439.907,2230.031,2065.638,2696.462,2298.784,2377.376,2662.492,1746.710,1638.828,1513.784,1654.678,1677.347,2041.437,1538.806,1385.416,1448.519,1488.142,1384.292,1543.544,1490.204,1654.857,1831.978,1428.369,2417.778,2038.093,1359.937,1364.458,1740.763,1383.033,1413.292,1357.402,1159.979,1318.679,1751.075,1364.937
49,731.220,1639.855,1536.668,2470.822,1645.120,1922.824,2014.783,2633.737,1771.973,2422.731,1904.001,1855.635,2011.519,1503.803,1764.756,1717.612,2214.030,1759.125,1757.595,1754.583,1731.285,1756.498,2116.785,1734.433,1588.269,1824.389,1925.148,1875.150,2037.654,2284.244,2222.499,2037.759,1481.576,2642.184,2535.397,2438.985,2226.109,2046.080,2688.010,2336.169,2390.659,2684.718,1747.008,1648.264,1517.507,1659.525,1679.987,2032.385,1523.050,1409.382,1445.369,1483.795,1379.169,1540.717,1514.015,1659.167,1833.841,1427.230,2410.749,2017.179,1364.318,1341.141,1752.735,1396.131,1404.855,1367.117,1165.266,1315.493,1758.566,1345.907
50,741.534,1644.759,1538.523,2464.719,1647.589,1922.130,2014.005,2635.129,1756.845,2435.706,1903.695,1859.838,2005.662,1513.892,1761.877,1721.908,2203.888,1769.361,1753.427,1759.857,1748.667,1747.578,2110.018,1730.131,1595.072,1832.367,1929.545,1905.815,2046.816,2271.997,2200.252,2034.653,1464.815,2625.663,2538.276,2436.385,2219.071,2063.778,2707.361,2342.719,2384.777,2689.465,1772.043,1660.580,1508.720,1656.617,1681.954,2024.248,1521.078,1387.775,1455.588,1479.046,1377.844,1536.874,1502.895,1662.562,1836.044,1413.240,2411.804,2030.925,1358.381,1359.341,1754.234,1388.876,1439.247,1356.496,1167.429,1322.648,1765.274,1361.051
51,732.502,1639.773,1537.557,2481.493,1641.884,1917.399,2019.047,2647.958,1757.701,2442.964,1920.582,1874.639,2015.270,1503.083,1759.064,1742.926,2204.452,1759.888,1764.819,1769.914,1744.817,1749.109,2108.435,1730.014,1600.359,1821.962,1936.418,1884.942,2038.081,2270.997,2203.947,2018.209,1476.165,2649.695,2534.979,2442.437,2246.903,2065.740,2711.638,2333.141,2384.749,2697.975,1765.955,1644.201,1523.765,1658.229,1676.322,2031.834,1527.949,1406.405,1453.976,1489.270,1382.818,1545.532,1496.866,1653.457,1832.984,1428.629,2406.225,2034.687,1347.970,1376.559,1737.450,1400.235,1411.689,1348.619,1174.928,1326.361,1761.739,1348.178
52,734.914,1641.986,1533.445,2463.572,1645.576,1918.091,2025.908,2630.546,1767.471,2454.717,1908.619,1861.701,2019.002,1523.254,1765.279,1735.326,2220.118,1763.992,1757.338,1750.064,1748.522,1752.073,2106.725,1739.248,1589.334,1833.706,1927.843,1891.324,2042.240,2277.138,2199.752,2021.697,1457.576,2630.446,2543.974,2440.807,2235.562,2047.190,2714.108,2320.792,2397.668,2687.804,1731.790,1669.067,1519.660,1664.265,1670.802,2070.653,1524.829,1407.131,1442.233,1487.414,1379.310,1551.025,1500.109,1656.808,1850.357,1418.983,2395.997,2052.601,1361.919,1364.154,1736.862,1384.497,1404.904,1357.240,1149.222,1308.718,1758.070,1348.292
53,733.859,1637.860,1525.212,2453.083,1635.225,1923.015,2016.782,2635.683,1760.143,2426.410,1889.272,1847.009,2011.609,1505.444,1755.144,1723.364,2199.743,1751.541,1759.063,1753.975,1746.266,1758.628,2106.317,1732.504,1605.308,1825.604,1921.803,1888.595,2048.088,2278.346,2224.117,2043.059,1485.189,2622.872,2526.817,2443.698,2222.413,2073.705,2704.460,2315.132,2395.807,2679.421,1739.111,1640.698,1509.095,1651.596,1666.628,2017.786,1524.803,1374.724,1452.775,1461.238,1371.037,1542.354,1489.484,1653.559,1835.951,1423.515,2397.452,2026.014,1352.546,1361.674,1724.108,1383.918,1412.513,1347.267,1136.235,1306.170,1754.515,1347.584
54,736.842,1634.137,1532.210,2472.530,1640.595,1931.043,2028.236,2631.826,1765.100,2456.812,1901.668,1870.420,2024.164,1509.065,1771.067,1739.576,2202.083,1750.253,1762.101,1764.383,1752.690,1758.701,2105.798,1737.028,1593.644,1826.793,1929.675,1891.249,2023.623,2274.932,2210.708,2037.333,1475.428,2610.431,2536.713,2449.487,2225.195,2075.998,2711.970,2319.593,2391.341,2676.810,1751.938,1642.912,1510.122,1668.205,1681.650,2035.583,1534.668,1387.639,1435.058,1480.722,1396.097,1551.756,1505.273,1649.167,1828.266,1424.668,2420.974,2041.081,1358.061,1368.035,1748.267,1395.778,1420.346,1343.396,1174.245,1326.033,1748.616,1360.006
55,734.421,1640.422,1530.884,2465.317,1642.707,1931.748,2034.136,2658.588,1769.606,2436.183,1913.770,1863.143,2048.706,1513.707,1752.805,1729.675,2207.436,1749.145,1762.751,1751.850,1754.886,1750.342,2102.347,1738.407,1586.511,1835.371,1935.968,1900.592,2028.653,2278.002,2217.438,2027.869,1489.865,2619.036,2556.069,2440.528,2228.879,2063.594,2717.098,2357.745,2411.643,2691.695,1738.696,1656.272,1513.134,1665.467,1671.653,2052.202,1533.825,1394.926,1437.282,1471.939,1390.773,1531.379,1503.504,1645.752,1835.263,1421.083,2405.863,2055.381,1343.708,1349.557,1756.426,1402.288,1399.714,1346.279,1155.357,1307.404,1765.937,1350.383
56,737.572,1637.167,1525.674,2454.597,1643.377,1921.344,2031.994,2647.911,1764.393,2438.951,1924.514,1843.285,2032.870,1513.751,1779.099,1735.704,2209.457,1756.717,1758.034,1764.290,1737.238,1753.175,2100.640,1728.118,1587.454,1824.234,1934.871,1878.010,2045.206,2267.230,2207.991,2040.839,1479.199,2610.356,2537.461,2430.326,2232.020,2038.366,2715.964,2348.921,2398.336,2683.890,1753.841,1650.879,1512.489,1643.126,1685.540,2042.419,1523.713,1389.802,1449.302,1488.848,1384.392,1542.911,1498.570,1660.268,1837.153,1434.548,2415.729,2034.255,1355.787,1371.198,1721.777,1399.038,1414.526,1352.299,1161.408,1327.191,1754.872,1354.550
57,744.761,1642.370,1535.653,2467.142,1648.956,1925.946,2030.440,2650.439,1772.391,2445.142,1927.988,1856.970,2019.068,1523.544,1765.317,1714.852,2226.411,1762.398,1765.224,1762.796,1757.971,1759.554,2100.153,1738.751,1597.228,1842.298,1954.734,1887.514,2042.076,2291.935,2232.538,2052.199,1464.246,2609.342,2551.823,2462.168,2225.349,2052.577,2745.978,2330.495,2412.991,2716.378,1739.726,1652.365,1525.016,1655.775,1695.276,2034.537,1534.435,1408.906,1443.974,1487.037,1386.548,1555.930,1506.341,1644.552,1855.835,1424.146,2425.900,2044.632,1340.775,1365.566,1719.386,1396.756,1415.458,1362.328,1173.641,1309.086,1764.502,1345.850
58,731.309,1639.060,1537.028,2459.479,1642.811,1938.835,2030.279,2641.531,1771.225,2454.349,1912.199,1866.271,2040.847,1507.135,1760.837,1722.369,2193.705,1763.182,1762.459,1770.758,1745.046,1748.421,2097.555,1735.157,1603.943,1817.192,1935.802,1902.879,2054.828,2272.745,2206.965,2029.408,1503.306,2600.251,2522.254,2446.285,2203.846,2063.215,2712.643,2306.870,2414.071,2709.431,1753.323,1641.721,1529.383,1666.609,1706.151,2063.373,1539.803,1401.869,1437.064,1484.451,1387.117,1554.519,1497.779,1636.146,1842.727,1436.588,2411.263,2047.952,1342.580,1333.729,1725.295,1398.435,1414.335,1344.091,1172.271,1315.050,1756.663,1359.134
59,729.926,1640.383,1530.433,2460.173,1637.656,1929.358,2016.037,2625.884,1744.893,2454.682,1905.949,1856.163,2008.432,1506.685,1756.797,1743.121,2197.761,1751.610,1763.182,1752.099,1743.562,1747.624,2074.416,1738.628,1605.619,1820.920,1931.613,1887.825,2043.727,2276.678,2203.219,2031.843,1491.374,2577.831,2539.108,2440.496,2222.680,2078.295,2732.448,2310.570,2383.154,2702.467,1741.769,1653.855,1512.962,1653.825,1701.899,2034.160,1517.352,1393.326,1425.510,1466.622,1386.712,1544.649,1486.713,1633.220,1831.819,1428.347,2403.223,2018.219,1349.513,1345.139,1737.927,1400.985,1413.499,1352.551,1163.271,1299.856,1755.527,1345.972
60,739.610,1637.858,1532.200,2471.827,1638.033,1936.954,2033.096,2651.560,1762.482,2441.369,1907.739,1855.328,2053.285,1511.586,1753.952,1739.100,2197.623,1751.209,1755.626,1758.613,1741.512,1744.239,2095.949,1726.953,1595.320,1825.432,1945.790,1909.630,2039.386,2269.717,2202.450,2043.385,1508.764,2589.318,2537.631,2443.583,2223.272,2076.366,2707.099,2327.980,2388.482,2683.261,1766.726,1639.792,1505.789,1662.507,1716.439,2033.260,1535.166,1385.878,1439.437,1480.365,1387.502,1556.343,1502.912,1642.642,1823.876,1426.354,2402.284,2046.938,1341.489,1364.075,1734.475,1408.918,1429.847,1345.868,1159.698,1344.397,1759.197,1354.424
61,731.574,1637.729,1531.201,2454.490,1634.695,1934.642,2032.897,2642.936,1747.140,2426.248,1918.927,1865.924,2020.577,1502.059,1765.672,1722.190,2197.116,1742.851,1768.889,1767.327,1750.109,1745.342,2093.696,1729.757,1589.800,1817.509,1936.832,1899.337,2036.916,2281.282,2196.187,2046.216,1494.441,2580.041,2533.428,2442.512,2226.677,2055.247,2732.461,2325.464,2403.442,2713.428,1744.099,1642.852,1512.235,1653.174,1700.552,2050.469,1530.935,1391.147,1431.634,1477.242,1381.223,1556.156,1514.569,1646.975,1843.863,1420.578,2403.226,2029.963,1340.963,1349.604,1716.909,1399.862,1403.499,1339.499,1140.796,1297.923,1759.547,1340.515
62,728.328,1637.040,1528.983,2461.054,1632.649,1927.260,2028.454,2637.585,1753.854,2438.507,1925.243,1856.059,2025.045,1512.981,1769.673,1707.769,2189.171,1752.416,1761.116,1756.905,1724.964,1763.736,2095.715,1733.547,1604.101,1819.535,1951.520,1891.210,2036.310,2276.456,2197.102,2024.629,1468.778,2571.044,2531.562,2429.178,2218.247,2064.243,2722.581,2323.469,2394.670,2677.594,1749.605,1659.809,1518.507,1660.273,1700.700,2049.723,1527.067,1403.451,1439.827,1483.197,1375.535,1565.382,1503.971,1636.055,1838.150,1424.872,2413.973,2038.150,1366.817,1355.577,1758.045,1397.648,1409.106,1345.836,1145.953,1309.117,1763.720,1359.665
63,735.833,1637.344,1526.983,2457.848,1636.807,1924.699,2029.215,2640.418,1759.077,2435.693,1930.183,1869.863,2007.906,1506.442,1766.400,1715.418,2208.833,1747.103,1755.626,1747.017,1739.303,1756.365,2083.625,1731.524,1596.416,1826.987,1948.786,1891.518,2043.538,2274.978,2188.056,2023.976,1493.441,2586.540,2553.104,2440.755,2220.088,2062.659,2742.016,2291.560,2390.042,2680.299,1754.194,1652.393,1530.823,1666.068,1709.929,2028.012,1532.884,1411.975,1434.704,1477.507,1394.502,1559.751,1488.394,1647.079,1825.827,1427.527,2412.919,2040.954,1349.045,1356.857,1719.007,1386.659,1415.432,1353.704,1162.243,1302.012,1753.488,1335.304
64,723.988,1626.221,1523.158,2439.627,1628.639,1921.287,2029.477,2626.237,1741.415,2436.742,1889.529,1851.050,1999.155,1504.113,1752.527,1709.322,2191.491,1749.816,1765.389,1742.157,1734.398,1743.874,2084.224,1731.517,1604.782,1802.541,1945.109,1867.433,2028.309,2272.670,2201.458,2047.769,1475.172,2569.669,2532.647,2436.107,2207.619,2045.931,2730.511,2327.189,2373.829,2639.772,1752.006,1637.900,1504.718,1645.189,1715.601,2034.643,1521.047,1372.225,1450.086,1474.882,1367.515,1557.763,1491.270,1624.344,1820.594,1419.056,2412.439,2017.616,1325.566,1363.852,1720.124,1394.597,1401.867,1338.985,1132.509,1294.567,1750.540,1352.611
65,735.821,1643.964,1528.248,2452.499,1638.347,1941.569,2041.813,2643.083,1759.043,2429.295,1909.045,1852.512,2032.513,1512.080,1766.063,1727.017,2201.008,1756.134,1778.544,1755.555,1763.998,1758.116,2090.530,1748.168,1614.956,1818.560,1932.989,1887.961,2040.963,2285.610,2234.462,2041.347,1492.222,2562.827,2553.615,2428.711,2226.768,2072.293,2731.564,2365.574,2387.550,2695.310,1782.186,1659.723,1513.906,1648.774,1719.943,2058.786,1543.504,1388.051,1431.796,1491.646,1396.959,1557.729,1498.861,1642.139,1833.891,1427.597,2417.098,2037.372,1344.059,1358.101,1742.859,1401.945,1407.444,1351.809,1140.620,1313.581,1754.564,1370.848
66,727.419,1631.383,1522.099,2455.052,1630.442,1925.638,2028.426,2647.072,1738.054,2430.368,1927.437,1857.670,1982.947,1518.292,1751.371,1717.464,2196.511,1762.097,1770.049,1747.447,1751.462,1746.998,2086.521,1722.208,1606.107,1825.995,1940.469,1891.301,2048.128,2278.772,2210.282,2026.684,1478.556,2556.532,2546.618,2440.169,2208.704,2059.180,2698.290,2312.481,2395.975,2664.622,1750.960,1655.906,1500.411,1655.943,1707.192,2058.968,1538.000,1375.276,1421.019,1487.475,1372.883,1566.675,1475.402,1635.954,1836.860,1422.134,2401.687,2029.110,1332.978,1372.335,1735.490,1406.483,1407.442,1320.572,1163.036,1313.230,1743.076,1348.801
67,736.988,1625.922,1519.191,2436.411,1637.095,1927.020,2036.095,2644.836,1747.688,2419.771,1903.470,1855.933,2014.311,1509.740,1765.564,1725.613,2188.911,1753.399,1762.270,1753.979,1747.276,1746.067,2071.379,1732.871,1606.526,1816.963,1949.094,1869.206,2022.632,2266.560,2217.716,2048.020,1489.758,2559.630,2550.449,2430.396,2219.154,2077.628,2717.758,2296.725,2406.834,2662.495,1761.116,1648.276,1522.604,1649.941,1695.213,2064.309,1529.468,1381.497,1445.304,1464.394,1381.634,1567.787,1505.070,1635.941,1819.230,1432.060,2422.233,2022.169,1339.925,1348.967,1710.864,1385.628,1412.708,1355.182,1138.791,1306.223,1753.906,1345.941
68,737.519,1627.600,1515.643,2429.064,1631.164,1928.281,2031.868,2629.753,1728.325,2427.363,1908.201,1865.400,2017.968,1500.881,1762.118,1706.370,2192.203,1752.747,1764.395,1755.019,1753.929,1735.577,2077.227,1726.943,1603.177,1809.552,1935.771,1857.495,2027.733,2284.719,2228.518,2038.911,1462.222,2524.593,2532.894,2444.806,2218.296,2048.375,2736.532,2301.200,2386.293,2662.476,1756.401,1658.309,1514.020,1650.563,1707.207,2062.405,1519.901,1391.143,1431.952,1478.077,1388.719,1566.999,1503.375,1634.172,1856.904,1435.573,2408.430,2040.470,1345.899,1337.416,1724.876,1393.898,1403.290,1361.968,1152.494,1306.419,1761.578,1370.566
69,732.237,1627.330,1520.363,2433.134,1625.478,1917.321,2019.928,2632.532,1734.695,2420.237,1888.112,1862.824,2012.600,1500.813,1756.412,1701.578,2187.931,1749.680,1771.435,1752.691,1745.851,1758.451,2078.895,1726.205,1598.045,1814.732,1937.970,1868.245,2005.053,2269.550,2212.558,2038.350,1480.138,2535.364,2532.002,2435.114,2229.063,2077.688,2740.417,2311.961,2380.147,2677.132,1755.677,1637.399,1506.242,1645.152,1686.895,2056.399,1538.593,1389.320,1418.026,1482.627,1383.636,1560.237,1502.754,1643.119,1819.187,1421.412,2399.844,2028.014,1349.331,1353.804,1720.475,1393.350,1434.360,1341.801,1152.558,1327.608,1758.748,1368.556
70,745.007,1632.750,1516.954,2425.622,1636.459,1928.220,2033.402,2653.951,1745.737,2412.764,1927.115,1870.855,2025.996,1501.159,1763.262,1713.305,2177.208,1758.958,1777.119,1753.644,1764.074,1760.087,2086.874,1733.166,1605.415,1817.167,1944.257,1878.299,2052.522,2261.891,2213.866,2037.080,1500.269,2545.062,2552.454,2432.910,2233.379,2040.810,2720.618,2285.760,2387.714,2671.298,1769.519,1647.994,1522.217,1646.313,1702.068,2060.447,1533.607,1396.425,1446.017,1479.821,1362.340,1570.703,1505.784,1631.558,1835.299,1427.362,2395.901,2014.660,1356.765,1363.315,1718.960,1393.219,1399.953,1352.202,1149.672,1294.691,1759.992,1372.353
71,729.110,1634.098,1521.433,2435.845,1633.495,1938.483,2040.293,2652.090,1744.068,2420.717,1927.091,1890.434,2035.311,1511.703,1771.915,1708.156,2196.163,1756.842,1764.809,1755.709,1758.835,1764.371,2088.654,1717.417,1619.612,1815.590,1943.706,1861.518,2031.623,2266.181,2225.740,2058.697,1472.461,2568.069,2549.760,2445.819,2214.691,2065.257,2722.859,2326.750,2421.380,2691.273,1795.530,1644.360,1519.885,1646.430,1694.738,2069.022,1527.275,1403.386,1432.312,1494.341,1389.342,1566.381,1497.321,1643.959,1833.776,1427.133,2414.704,2046.231,1347.221,1350.141,1735.101,1407.257,1418.319,1354.721,1159.421,1300.110,1764.489,1364.819
